time(s),x(m),y(m),theta(rad),theta(deg),vc(m/s),wc(rad/s),xr(m),yr(m),thetar(rad),xe(m),ye(m),thetae(rad)
1.800046,0.463416,0.007123,1.683039,96.43,0.220000,0.407149,0.400043,0.296000,0.000000,0.063416,-0.277884,-0.112242
1.900120,0.461182,0.023856,1.721196,98.62,0.220000,0.169315,0.400037,0.317589,0.000000,0.061182,-0.276162,-0.150400
2.000083,0.459287,0.035626,1.737375,99.54,0.220000,0.028018,0.400031,0.333517,0.000000,0.059287,-0.279387,-0.166579
2.100067,0.455860,0.054811,1.754693,100.54,0.220000,-0.079499,0.400027,0.347287,0.000000,0.055860,-0.275199,-0.183896
2.200106,0.452153,0.074485,1.758900,100.78,0.220000,-0.146803,0.400023,0.360928,0.000000,0.052153,-0.270530,-0.188104
2.300113,0.448416,0.093948,1.762128,100.96,0.220000,-0.198268,0.400020,0.375074,0.000000,0.048416,-0.266069,-0.191332
2.400038,0.444563,0.113646,1.763653,101.05,0.220000,-0.241520,0.400017,0.389813,0.000000,0.044563,-0.261359,-0.192856
2.500094,0.440786,0.132972,1.762870,101.00,0.220000,-0.277007,0.400015,0.405003,0.000000,0.040786,-0.257042,-0.192073
2.600135,0.437033,0.152406,1.760193,100.85,0.220000,-0.305385,0.400013,0.420431,0.000000,0.037033,-0.252614,-0.189396
2.700065,0.433349,0.171879,1.755220,100.57,0.220000,-0.324230,0.400012,0.435212,0.000000,0.033349,-0.248131,-0.184424
2.800098,0.429814,0.191148,1.748969,100.21,0.220000,-0.337244,0.400010,0.450097,0.000000,0.029814,-0.243867,-0.178173
2.900095,0.426456,0.210166,1.741128,99.76,0.220000,-0.344269,0.400009,0.465219,0.000000,0.026456,-0.239849,-0.170332
3.000229,0.424298,0.222867,1.737574,99.56,0.220000,-0.354657,0.400008,0.480526,0.000000,0.024298,-0.242168,-0.166777
3.100128,0.421052,0.242597,1.730567,99.15,0.220000,-0.361080,0.400007,0.495248,0.000000,0.021052,-0.237422,-0.159771
3.200149,0.418013,0.261950,1.721460,98.63,0.220000,-0.361445,0.400006,0.510097,0.000000,0.018013,-0.233072,-0.150664
3.300048,0.414241,0.288027,1.708238,97.87,0.220000,-0.350809,0.400005,0.525218,0.000000,0.014241,-0.221980,-0.137442
3.400061,0.411659,0.307242,1.700094,97.41,0.220000,-0.346838,0.400005,0.540550,0.000000,0.011659,-0.217767,-0.129298
3.500108,0.410030,0.320099,1.694119,97.07,0.220000,-0.343679,0.400004,0.555977,0.000000,0.010030,-0.219917,-0.123323
3.600028,0.407741,0.339427,1.683491,96.46,0.220000,-0.329518,0.400004,0.570722,0.000000,0.007741,-0.215577,-0.112695
3.700084,0.405586,0.359154,1.676060,96.03,0.220000,-0.324615,0.400003,0.585529,0.000000,0.005586,-0.210859,-0.105264
3.800150,0.403599,0.378719,1.667833,95.56,0.220000,-0.317153,0.400003,0.600572,0.000000,0.003599,-0.206303,-0.097037
3.900056,0.401803,0.398151,1.658356,95.02,0.220000,-0.303501,0.400002,0.615816,0.000000,0.001803,-0.201857,-0.087560
4.000101,0.400178,0.417902,1.648335,94.44,0.220000,-0.287257,0.400002,0.631168,0.000000,0.000178,-0.197113,-0.077539
4.100201,0.398690,0.437919,1.642060,94.08,0.220000,-0.279524,0.400002,0.646523,0.000000,-0.001310,-0.192111,-0.071264
4.200075,0.397319,0.457664,1.637238,93.81,0.220000,-0.275884,0.400002,0.661125,0.000000,-0.002681,-0.187347,-0.066442
4.300098,0.396074,0.477621,1.628563,93.31,0.220000,-0.262145,0.400001,0.675787,0.000000,-0.003926,-0.182394,-0.057766
4.400126,0.395319,0.491014,1.625554,93.14,0.220000,-0.258437,0.400001,0.690709,0.000000,-0.004681,-0.184005,-0.054758
4.500041,0.394270,0.510982,1.621386,92.90,0.220000,-0.255962,0.400001,0.705864,0.000000,-0.005730,-0.179024,-0.050589
4.600101,0.393305,0.530979,1.616256,92.60,0.220000,-0.251219,0.400001,0.721150,0.000000,-0.006695,-0.174036,-0.045459
4.700139,0.392464,0.550982,1.609791,92.23,0.220000,-0.239925,0.400001,0.736460,0.000000,-0.007536,-0.169039,-0.038994
4.800046,0.391734,0.570559,1.606716,92.06,0.220000,-0.236769,0.400001,0.751673,0.000000,-0.008266,-0.164448,-0.035920
4.900090,0.391078,0.590468,1.600570,91.71,0.220000,-0.226159,0.400001,0.766099,0.000000,-0.008922,-0.159546,-0.029774
5.000122,0.390564,0.610406,1.593414,91.30,0.220000,-0.209890,0.400001,0.780615,0.000000,-0.009436,-0.154612,-0.022617
5.100026,0.390137,0.630473,1.590135,91.11,0.220000,-0.203126,0.400000,0.794824,0.000000,-0.009863,-0.149531,-0.019339
5.200107,0.389742,0.650794,1.589059,91.05,0.220000,-0.201448,0.400000,0.809405,0.000000,-0.010258,-0.144222,-0.018263
5.300115,0.389503,0.664231,1.587954,90.98,0.220000,-0.200300,0.400000,0.824471,0.000000,-0.010497,-0.145786,-0.017157
5.400039,0.389181,0.684401,1.586213,90.88,0.220000,-0.199094,0.400000,0.839890,0.000000,-0.010819,-0.140604,-0.015417
5.500074,0.388863,0.704521,1.585866,90.86,0.220000,-0.200170,0.400000,0.854831,0.000000,-0.011137,-0.135490,-0.015069
5.600042,0.388582,0.724742,1.583866,90.75,0.220000,-0.199264,0.400000,0.869880,0.000000,-0.011418,-0.130264,-0.013070
5.700018,0.388307,0.745065,1.585319,90.83,0.220000,-0.203024,0.400000,0.884549,0.000000,-0.011693,-0.124938,-0.014522
5.800086,0.388014,0.765109,1.585104,90.82,0.220000,-0.206302,0.400000,0.899468,0.000000,-0.011986,-0.119904,-0.014307
5.900108,0.387756,0.785305,1.582738,90.68,0.220000,-0.205594,0.400000,0.914194,0.000000,-0.012244,-0.114711,-0.011942
6.000085,0.387620,0.798263,1.579068,90.47,0.220000,-0.197979,0.400000,0.929232,0.000000,-0.012380,-0.116749,-0.008272
6.100206,0.387473,0.818562,1.576915,90.35,0.220000,-0.193454,0.400000,0.944646,0.000000,-0.012527,-0.111469,-0.006119
6.200142,0.387362,0.838760,1.575296,90.26,0.220000,-0.189654,0.400000,0.960310,0.000000,-0.012638,-0.106262,-0.004500
6.300049,0.387300,0.859059,1.572705,90.11,0.220000,-0.183394,0.400000,0.976042,0.000000,-0.012700,-0.100949,-0.001909
6.400106,0.387270,0.879408,1.572322,90.09,0.220000,-0.180458,0.400000,0.991677,0.000000,-0.012730,-0.095607,-0.001525
6.500139,0.387242,0.899125,1.571954,90.07,0.220000,-0.178201,0.400000,1.006555,0.000000,-0.012758,-0.090895,-0.001158
6.600049,0.387228,0.919349,1.570614,89.99,0.220000,-0.174641,0.400000,1.021399,0.000000,-0.012772,-0.085659,0.000182
6.700104,0.387239,0.939243,1.571001,90.01,0.220000,-0.172553,0.400000,1.036427,0.000000,-0.012761,-0.080773,-0.000204
6.800034,0.387210,0.959441,1.573816,90.17,0.220000,-0.174462,0.400000,1.051640,0.000000,-0.012790,-0.075565,-0.003020
6.899999,0.387169,0.979259,1.572197,90.08,0.220000,-0.172448,0.400000,1.066347,0.000000,-0.012831,-0.070741,-0.001401
7.000070,0.387148,0.999583,1.571478,90.04,0.220000,-0.169220,0.400000,1.081175,0.000000,-0.012852,-0.065427,-0.000681
7.100132,0.387139,1.019250,1.571432,90.04,0.220000,-0.166025,0.400000,1.095687,0.000000,-0.012861,-0.060770,-0.000636
7.200091,0.387126,1.039523,1.570565,89.99,0.220000,-0.161566,0.400000,1.110475,0.000000,-0.012874,-0.055490,0.000231
7.300089,0.387152,1.059898,1.568686,89.88,0.220000,-0.154646,0.400000,1.125106,0.000000,-0.012848,-0.050115,0.002110
7.400118,0.387177,1.073566,1.569640,89.93,0.220000,-0.152121,0.400000,1.140070,0.000000,-0.012823,-0.051452,0.001157
7.500055,0.387190,1.093764,1.570667,89.99,0.220000,-0.150166,0.400000,1.155413,0.000000,-0.012810,-0.046244,0.000129
7.600099,0.387199,1.114038,1.569089,89.90,0.220000,-0.144640,0.400000,1.171006,0.000000,-0.012801,-0.040977,0.001707
7.700119,0.387263,1.133881,1.567150,89.79,0.220000,-0.136255,0.400000,1.186680,0.000000,-0.012737,-0.036137,0.003646
7.800043,0.387307,1.154332,1.570186,89.97,0.220000,-0.133963,0.400000,1.202248,0.000000,-0.012693,-0.030674,0.000610
7.900087,0.387315,1.174682,1.570066,89.96,0.220000,-0.129738,0.400000,1.217659,0.000000,-0.012685,-0.025331,0.000730
8.000102,0.387335,1.195234,1.570182,89.96,0.220000,-0.123931,0.400000,1.232312,0.000000,-0.012665,-0.019781,0.000614
8.100037,0.387342,1.215559,1.571111,90.02,0.220000,-0.117836,0.400000,1.246980,0.000000,-0.012658,-0.014447,-0.000315
8.200222,0.387342,1.236010,1.569485,89.92,0.220000,-0.108090,0.400000,1.261870,0.000000,-0.012658,-0.009024,0.001311
8.300142,0.387376,1.256385,1.569806,89.94,0.199963,-0.098890,0.400000,1.276397,0.000000,-0.012624,-0.003636,0.000990
8.400044,0.387375,1.276734,1.571884,90.06,0.155185,-0.090465,0.400000,1.291140,0.000000,-0.012625,0.001728,-0.001088
8.500174,0.387362,1.289744,1.571074,90.02,0.146090,-0.081978,0.400000,1.305651,0.000000,-0.012638,-0.000282,-0.000277
8.600147,0.387403,1.308752,1.566192,89.74,0.130804,-0.068043,0.400000,1.320472,0.000000,-0.012597,0.003730,0.004604
8.700026,0.387543,1.325533,1.559352,89.34,0.122654,-0.052076,0.400000,1.335675,0.000000,-0.012457,0.005529,0.011445
8.800099,0.387754,1.340465,1.553613,89.02,0.124174,-0.038526,0.400000,1.351159,0.000000,-0.012246,0.005450,0.017184
8.900135,0.388014,1.353750,1.548000,88.69,0.129066,-0.027369,0.400000,1.366165,0.000000,-0.011986,0.003730,0.022796
9.000051,0.388348,1.366502,1.542057,88.35,0.138795,-0.017011,0.400000,1.381234,0.000000,-0.011652,0.001495,0.028740
9.100137,0.388748,1.379151,1.536654,88.04,0.151305,-0.007355,0.400000,1.396477,0.000000,-0.011252,-0.000869,0.034142
9.200170,0.389224,1.392583,1.534539,87.92,0.162208,-0.000626,0.400000,1.411856,0.000000,-0.010776,-0.002442,0.036258
9.300020,0.389750,1.407127,1.534152,87.90,0.168525,0.003136,0.400000,1.427264,0.000000,-0.010250,-0.002876,0.036645
9.400085,0.390331,1.422758,1.532683,87.82,0.164738,0.008407,0.400000,1.441993,0.000000,-0.009669,-0.002254,0.038113
9.500108,0.390985,1.439147,1.529543,87.64,0.158294,0.017983,0.400000,1.456771,0.000000,-0.009015,-0.000870,0.041254
9.600035,0.391464,1.450526,1.527942,87.54,0.169492,0.024735,0.400000,1.471753,0.000000,-0.008536,-0.004479,0.042854
9.700092,0.392158,1.467293,1.531360,87.74,0.167739,0.024844,0.400000,1.486934,0.000000,-0.007842,-0.002721,0.039436
9.800130,0.392811,1.484340,1.533257,87.85,0.115156,-0.451352,0.402474,1.494572,0.000000,-0.016601,0.024210,0.037539
9.900042,0.393443,1.501261,1.533552,87.87,0.065792,-0.556630,0.405193,1.501743,0.000000,-0.014834,0.025543,0.037244
10.000088,0.394046,1.516815,1.526628,87.47,0.046750,-0.127282,0.405986,1.513288,0.000000,-0.010369,0.014920,0.044168
10.100242,0.394687,1.527958,1.494196,85.61,0.063987,0.055774,0.405687,1.527946,0.000000,-0.009393,0.011318,0.076600
10.200017,0.395408,1.535288,1.452362,83.21,0.096399,0.126985,0.405360,1.542855,0.000000,-0.009547,0.007231,0.118434
10.300101,0.396174,1.541135,1.433257,82.12,0.166935,0.294901,0.403574,1.562585,0.000000,-0.003826,-0.018880,0.137540
10.400137,0.397164,1.548204,1.432912,82.10,0.164393,0.003609,0.404709,1.571953,0.000000,-0.013882,0.011022,0.137884
10.500043,0.398617,1.559041,1.443631,82.71,0.211550,0.282895,0.403668,1.589640,0.000000,-0.001383,-0.030965,0.127165
10.600002,0.400393,1.574021,1.460683,83.69,0.220000,0.328964,0.402112,1.610712,0.000000,0.000393,-0.030979,0.110114
10.700109,0.402245,1.591642,1.471881,84.33,0.220000,0.149050,0.402713,1.625397,0.000000,-0.004872,-0.008500,0.098915
10.800063,0.404098,1.611119,1.479393,84.76,0.213672,0.036410,0.403906,1.637300,0.000000,-0.001922,-0.002478,0.091403
10.900075,0.405873,1.630934,1.482639,84.95,0.170764,0.047294,0.404979,1.650128,0.000000,-0.000022,-0.000828,0.088157
11.000075,0.407653,1.651028,1.482399,84.94,0.141682,0.074554,0.405851,1.664264,0.000000,0.001110,0.003113,0.088397
11.100035,0.408798,1.664063,1.484265,85.04,0.140738,0.104450,0.406466,1.679045,0.000000,0.001993,0.001836,0.086532
11.200109,0.410301,1.681539,1.485311,85.10,0.134129,0.131627,0.406853,1.694251,0.000000,0.003317,0.001714,0.085485
11.300121,0.411508,1.696043,1.490255,85.39,0.136392,0.148746,0.407093,1.709687,0.000000,0.004340,0.001494,0.080541
11.400056,0.412590,1.710378,1.501247,86.02,0.144402,0.160464,0.407183,1.725636,0.000000,0.005490,-0.000727,0.069550
11.500100,0.413409,1.723666,1.517442,86.94,0.159263,0.145362,0.407242,1.742065,0.000000,0.006139,-0.003980,0.053354
11.600155,0.414068,1.737977,1.531581,87.75,0.167846,0.127240,0.407286,1.758003,0.000000,0.006749,-0.006023,0.039216
11.700031,0.414561,1.753231,1.546261,88.59,0.174033,0.107624,0.407314,1.774094,0.000000,0.007236,-0.006842,0.024535
11.800080,0.414858,1.769579,1.559331,89.34,0.194311,0.288501,0.405077,1.792733,0.000000,0.014858,-0.015433,0.011465
11.900106,0.414920,1.787043,1.575169,90.25,0.207813,0.306347,0.402644,1.811752,0.000000,0.014920,-0.012973,-0.004372
12.000030,0.414803,1.799344,1.585588,90.85,0.204208,0.038731,0.403216,1.826768,0.000000,0.005634,-0.006053,-0.014792
12.100118,0.414423,1.817791,1.596923,91.50,0.202995,0.143379,0.402421,1.843114,0.000000,0.014423,-0.012227,-0.026126
12.200140,0.413801,1.837549,1.607940,92.13,0.188597,0.155698,0.401350,1.859035,0.000000,0.013801,-0.007472,-0.037143
12.300055,0.412967,1.857502,1.614809,92.52,0.168890,0.111758,0.400504,1.874740,0.000000,0.012967,-0.002507,-0.044012
12.400107,0.412065,1.877527,1.617536,92.68,0.139303,0.063142,0.399988,1.889154,0.000000,0.012065,0.002511,-0.046739
12.500119,0.411102,1.896714,1.626127,93.17,0.115279,0.006935,0.399764,1.903769,0.000000,0.011102,0.006696,-0.055331
12.600047,0.410055,1.913868,1.638013,93.85,0.099026,-0.042468,0.399738,1.918339,0.000000,0.010055,0.008861,-0.067217
12.700171,0.409038,1.928005,1.645611,94.29,0.099579,-0.077879,0.399812,1.933414,0.000000,0.009038,0.007980,-0.074814
12.800138,0.408168,1.939514,1.646262,94.32,0.111382,-0.096689,0.399912,1.948494,0.000000,0.008168,0.004494,-0.075466
12.900053,0.407399,1.949965,1.641812,94.07,0.132679,-0.098877,0.399984,1.963912,0.000000,0.007399,-0.000043,-0.071016
13.000101,0.406677,1.960469,1.637191,93.80,0.157757,-0.090211,0.400015,1.979655,0.000000,0.006677,-0.004546,-0.066395
13.100152,0.405936,1.972418,1.628599,93.31,0.175018,-0.077497,0.400022,1.994957,0.000000,0.005936,-0.007605,-0.057803
13.200050,0.405160,1.986748,1.621809,92.92,0.183827,-0.067616,0.400022,2.010335,0.000000,0.005160,-0.008259,-0.051013
13.300103,0.404635,1.997670,1.615456,92.56,0.202252,-0.058562,0.400019,2.025853,0.000000,0.004635,-0.012346,-0.044660
13.400203,0.403915,2.015676,1.606463,92.04,0.199392,-0.047017,0.400017,2.041443,0.000000,0.003915,-0.009354,-0.035667
13.500054,0.403287,2.035029,1.600970,91.73,0.181363,-0.038616,0.400014,2.056391,0.000000,0.003287,-0.004979,-0.030173
13.600176,0.402705,2.055041,1.599325,91.63,0.158872,-0.037440,0.400012,2.071364,0.000000,0.002705,0.000015,-0.028528
13.700138,0.402175,2.074346,1.597392,91.52,0.138487,-0.037379,0.400010,2.086503,0.000000,0.002175,0.004325,-0.026596
13.800102,0.401728,2.093121,1.593332,91.29,0.120961,-0.033797,0.400009,2.101781,0.000000,0.001728,0.008106,-0.022536
13.900102,0.401381,2.109215,1.593480,91.30,0.113259,-0.034828,0.400008,2.117109,0.000000,0.001381,0.009200,-0.022683
14.000191,0.401085,2.123259,1.589207,91.05,0.110881,-0.030127,0.400007,2.131782,0.000000,0.001085,0.008231,-0.018411
14.100015,0.400893,2.135812,1.583167,90.71,0.118103,-0.021480,0.400006,2.146510,0.000000,0.000893,0.005810,-0.012371
14.200099,0.400777,2.147480,1.578782,90.46,0.132154,-0.013499,0.400005,2.161461,0.000000,0.000777,0.002465,-0.007986
14.300147,0.400697,2.158945,1.577362,90.38,0.149588,-0.009619,0.400005,2.176619,0.000000,0.000697,-0.001077,-0.006566
14.400053,0.400614,2.171499,1.577753,90.40,0.160279,-0.009589,0.400004,2.191275,0.000000,0.000614,-0.003509,-0.006957
14.500097,0.400548,2.180788,1.578344,90.43,0.182429,-0.010866,0.400004,2.206060,0.000000,0.000548,-0.009226,-0.007547
14.600130,0.400447,2.195316,1.576808,90.34,0.191760,-0.009255,0.400003,2.221106,0.000000,0.000447,-0.009703,-0.006012
14.700042,0.400362,2.212223,1.575630,90.28,0.189284,-0.007505,0.400003,2.236361,0.000000,0.000362,-0.007783,-0.004834
14.800095,0.400293,2.230548,1.575056,90.24,0.178803,-0.006594,0.400002,2.251716,0.000000,0.000293,-0.004466,-0.004259
14.900131,0.400188,2.249885,1.576614,90.33,0.162070,-0.009245,0.400002,2.267059,0.000000,0.000188,-0.300134,-0.005844
15.000043,0.400120,2.262363,1.575733,90.28,0.166206,-0.008936,0.400002,2.282288,0.000000,-0.000029,-0.302582,-0.024865
15.100022,0.400074,2.287092,1.571538,90.04,0.134460,-0.002847,0.400002,2.297411,0.000000,-0.000516,-0.292664,-0.040427
15.200128,0.400055,2.304758,1.573029,90.13,0.111125,-0.003593,0.400001,2.311783,0.000000,-0.001264,-0.289695,-0.061539
15.300040,0.400023,2.320957,1.571807,90.06,0.149537,-0.027207,0.400282,2.333783,0.000000,-0.002301,-0.288030,-0.079741
15.400102,0.400020,2.335081,1.568890,89.89,0.187904,-0.064524,0.401042,2.355783,0.000000,-0.003581,-0.288321,-0.096120
15.500105,0.400057,2.348951,1.567830,89.83,0.220000,-0.112030,0.402358,2.377783,0.000000,-0.005084,-0.288714,-0.114188
15.600073,0.400107,2.365732,1.566493,89.75,0.220000,-0.143465,0.403943,2.399783,0.000000,-0.006830,-0.286043,-0.131816
15.700104,0.400178,2.378463,1.564009,89.61,0.220000,-0.192232,0.406005,2.421783,0.000000,-0.008807,-0.287280,-0.148155
15.800111,0.400324,2.398508,1.563373,89.57,0.220000,-0.227513,0.408290,2.443783,0.000000,-0.010950,-0.281046,-0.166187
15.900042,0.400472,2.418883,1.564891,89.66,0.220000,-0.280442,0.410977,2.465783,0.000000,-0.013326,-0.274318,-0.186208
16.000150,0.400550,2.438777,1.569739,89.94,0.220000,-0.345247,0.414094,2.487783,0.000000,-0.016005,-0.267936,-0.209445
16.100191,0.400597,2.458570,1.566372,89.75,0.220000,-0.385141,0.417308,2.509783,0.000000,-0.018937,-0.261489,-0.224310
16.200134,0.400762,2.478489,1.559496,89.35,0.220000,-0.431851,0.420798,2.531783,0.000000,-0.021964,-0.254742,-0.235506
16.300087,0.401024,2.498407,1.556200,89.16,0.220000,-0.485087,0.424615,2.553783,0.000000,-0.025105,-0.247838,-0.250144
16.400195,0.401389,2.518044,1.547154,88.65,0.220000,-0.493940,0.428184,2.575783,0.000000,-0.028354,-0.241073,-0.258926
16.500017,0.401984,2.537448,1.532455,87.80,0.220000,-0.531299,0.432093,2.597783,0.000000,-0.031560,-0.234344,-0.261871
16.600156,0.402533,2.550117,1.522810,87.25,0.220000,-0.585357,0.436479,2.619783,0.000000,-0.035019,-0.234230,-0.269798
16.700222,0.403576,2.569198,1.507902,86.40,0.220000,-0.607095,0.440944,2.641783,0.000000,-0.038170,-0.227534,-0.272325
16.800092,0.404930,2.588005,1.488913,85.31,0.220000,-0.631075,0.445695,2.663783,0.000000,-0.041186,-0.220928,-0.270616
16.900142,0.406594,2.606229,1.470314,84.24,0.220000,-0.652910,0.450774,2.685783,0.000000,-0.044078,-0.214769,-0.269212
17.000148,0.408635,2.624720,1.451106,83.14,0.220000,-0.634374,0.455766,2.707783,0.000000,-0.046766,-0.208180,-0.267081
17.100099,0.411030,2.643143,1.430922,81.99,0.220000,-0.630036,0.460975,2.729783,0.000000,-0.049269,-0.201497,-0.263857
17.200138,0.413799,2.661257,1.406573,80.59,0.220000,-0.619576,0.466461,2.751783,0.000000,-0.051570,-0.194978,-0.256382
17.300188,0.416982,2.679148,1.383085,79.24,0.220000,-0.577024,0.471833,2.773783,0.000000,-0.053621,-0.188530,-0.249672
17.400048,0.420655,2.697385,1.360876,77.97,0.220000,-0.547537,0.477421,2.795783,0.000000,-0.055333,-0.181563,-0.244118
17.500072,0.424650,2.715191,1.339180,76.73,0.220000,-0.518725,0.483300,2.817783,0.000000,-0.056889,-0.174897,-0.239017
17.600113,0.429097,2.733203,1.318599,75.55,0.220000,-0.485862,0.489445,2.839783,0.000000,-0.058151,-0.167880,-0.234954
17.700071,0.432284,2.745241,1.305533,74.80,0.220000,-0.432646,0.495396,2.861783,0.000000,-0.060821,-0.166682,-0.238316
17.800095,0.437460,2.763662,1.289760,73.90,0.220000,-0.395803,0.501530,2.883783,0.000000,-0.061657,-0.158965,-0.238913
17.900099,0.442925,2.782080,1.276165,73.12,0.220000,-0.365693,0.507944,2.905783,0.000000,-0.062353,-0.151109,-0.241621
18.000027,0.446686,2.794296,1.267967,72.65,0.220000,-0.320957,0.514239,2.927783,0.000000,-0.064897,-0.149307,-0.249655
18.100136,0.454527,2.818680,1.252524,71.76,0.220000,-0.285343,0.520778,2.949783,0.000000,-0.063519,-0.135219,-0.250421
18.200227,0.460632,2.837002,1.245454,71.36,0.220000,-0.243949,0.527289,2.971783,0.000000,-0.064024,-0.127057,-0.259512
18.300150,0.464816,2.849320,1.241117,71.11,0.220000,-0.228355,0.534109,2.993783,0.000000,-0.066584,-0.124748,-0.271268
18.400113,0.471314,2.868096,1.234253,70.72,0.220000,-0.218087,0.541310,3.015783,0.000000,-0.066979,-0.115856,-0.280471
18.500136,0.478010,2.887018,1.227836,70.35,0.220000,-0.341861,0.548453,3.031381,0.000000,-0.067326,-0.106696,-0.290104
18.600125,0.487120,2.912226,1.222263,70.03,0.220000,-0.807508,0.555844,3.038397,0.000000,-0.065403,-0.091118,-0.300554
18.700103,0.491695,2.924702,1.216380,69.69,0.220000,-1.145688,0.563544,3.042757,0.000000,-0.068161,-0.088148,-0.310678
18.800202,0.498521,2.942794,1.201969,68.87,0.220000,-1.177797,0.571510,3.047606,0.000000,-0.068824,-0.079449,-0.312284
18.900193,0.505209,2.959446,1.174143,67.27,0.220000,-1.101093,0.579663,3.053660,0.000000,-0.069766,-0.072058,-0.300458
19.000182,0.512006,2.974816,1.132362,64.88,0.220000,-0.995551,0.587935,3.060895,0.000000,-0.070748,-0.065829,-0.274680
19.100152,0.519308,2.989415,1.081680,61.98,0.220000,-0.886563,0.596285,3.068944,0.000000,-0.071375,-0.060248,-0.240010
19.200037,0.527311,3.003643,1.037969,59.47,0.220000,-0.798642,0.604701,3.077372,0.000000,-0.071445,-0.054913,-0.212313
19.300188,0.533137,3.013193,1.009182,57.82,0.220000,-0.736163,0.612660,3.085412,0.000000,-0.073868,-0.054162,-0.199608
19.400204,0.546011,3.032624,0.963998,55.23,0.220000,-0.679200,0.620797,3.093457,0.000000,-0.069388,-0.043400,-0.170514
19.500139,0.552893,3.042328,0.944500,54.12,0.220000,-0.669928,0.629297,3.101478,0.000000,-0.071051,-0.042243,-0.167130
19.600179,0.563496,3.056553,0.916651,52.52,0.220000,-0.667001,0.638175,3.109413,0.000000,-0.069162,-0.036455,-0.155453
19.700135,0.574812,3.070805,0.885050,50.71,0.220000,-0.656591,0.647362,3.117229,0.000000,-0.066715,-0.030517,-0.140061
19.800116,0.586682,3.084931,0.859113,49.22,0.220000,-0.626278,0.656217,3.124627,0.000000,-0.063880,-0.024588,-0.130390
19.900179,0.598815,3.098663,0.835094,47.85,0.220000,-0.599992,0.665298,3.132060,0.000000,-0.060956,-0.018943,-0.122712
20.000137,0.611191,3.111969,0.808382,46.32,0.220000,-0.565501,0.674263,3.139283,0.000000,-0.057949,-0.013595,-0.112391
20.100032,0.624073,3.125108,0.782122,44.81,0.220000,-0.536475,0.683628,3.146643,0.000000,-0.054601,-0.008289,-0.102583
20.200082,0.637462,3.138134,0.762335,43.68,0.220000,-0.519491,0.693511,3.154146,0.000000,-0.050935,-0.002986,-0.099351
20.300117,0.651179,3.150998,0.744843,42.68,0.220000,-0.502228,0.703367,3.161414,0.000000,-0.047115,0.002281,-0.098496
20.400088,0.660505,3.159477,0.731231,41.90,0.220000,-0.497329,0.713557,3.168705,0.000000,-0.047859,0.003294,-0.101600
20.500123,0.674693,3.171936,0.709894,40.67,0.220000,-0.482324,0.723677,3.175747,0.000000,-0.043929,0.008410,-0.097083
20.600160,0.689197,3.184222,0.696907,39.93,0.220000,-0.472890,0.734184,3.182822,0.000000,-0.039867,0.013486,-0.101014
