time(s),x(m),y(m),theta(rad),theta(deg),v(m/s),w(rad/s),u0x,u0y
30.600076,1.499824,2.566238,-1.549144,-88.76,0.151293,-0.201724,0.003276,-0.151258
30.700068,1.499999,2.551183,-1.569218,-89.91,0.150095,-0.200126,0.000237,-0.150094
30.800139,1.500000,2.536184,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
30.900055,1.500000,2.521174,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.000123,1.500000,2.506186,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.100065,1.500000,2.491176,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.200046,1.500000,2.476185,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.300149,1.500000,2.461188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.400171,1.500000,2.446172,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.500084,1.500000,2.431169,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.600164,1.500000,2.416182,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.700230,1.500000,2.401170,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.800056,1.500000,2.386160,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
31.900148,1.500000,2.371186,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.000174,1.500000,2.356172,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.100169,1.500000,2.341168,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.200154,1.500000,2.326169,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.300125,1.500000,2.311171,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.400045,1.500000,2.296176,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.500078,1.500000,2.281188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.600113,1.500000,2.266183,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.700042,1.500000,2.251178,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.800102,1.500000,2.236188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
32.900107,1.500000,2.221179,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.000095,1.500000,2.206178,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.100130,1.500000,2.191180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.200119,1.500000,2.176175,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.300046,1.500000,2.161177,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.400074,1.500000,2.146188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.500098,1.500000,2.131183,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.600024,1.500000,2.116180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.700214,1.500000,2.101191,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.800197,1.500000,2.086162,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
33.900033,1.500000,2.071165,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.000122,1.500000,2.056190,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.100109,1.500000,2.041176,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.200042,1.500000,2.026178,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.300235,1.500000,2.011188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.400145,1.500000,1.996159,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.500027,1.500000,1.981173,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.600083,1.500000,1.966190,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.700102,1.500000,1.951182,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.800018,1.500000,1.936179,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
34.900069,1.500000,1.921192,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.000097,1.500000,1.906184,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.100031,1.500000,1.891180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.200077,1.500000,1.876190,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.300116,1.500000,1.861183,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.400139,1.500000,1.846177,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.500058,1.500000,1.831174,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.600115,1.500000,1.816186,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.700028,1.500000,1.801177,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.800040,1.500000,1.786190,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
35.900095,1.500000,1.771189,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.000034,1.500000,1.756180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.100093,1.500000,1.741189,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.200109,1.500000,1.726180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.300046,1.500000,1.711178,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.400079,1.500000,1.696188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.500106,1.500000,1.681183,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.600048,1.500000,1.666179,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.700068,1.500000,1.651187,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.800113,1.500000,1.636184,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
36.900026,1.500000,1.621178,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.000184,1.500000,1.606191,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.100124,1.500000,1.591167,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.200070,1.500000,1.576176,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.300094,1.500000,1.561184,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.400118,1.500000,1.546180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.500043,1.500000,1.531177,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.600103,1.500000,1.516188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.700137,1.500000,1.501179,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.800032,1.500000,1.486174,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
37.900087,1.500000,1.471190,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.000107,1.500000,1.456181,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.100024,1.500000,1.441178,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.200126,1.500000,1.426191,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.300186,1.500000,1.411176,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.400098,1.500000,1.396167,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.500125,1.500000,1.381180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.600024,1.500000,1.366176,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.700022,1.500000,1.351191,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.800052,1.500000,1.336191,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
38.900098,1.500000,1.321187,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
39.000024,1.500000,1.306180,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
39.100046,1.500000,1.291191,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
39.200109,1.500000,1.276188,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
39.300004,1.500000,1.261178,-1.570796,-90.00,0.150000,0.000000,0.000000,-0.150000
39.400120,1.500010,1.246190,-1.565716,-89.71,0.150304,0.200406,0.000764,-0.150303
39.500143,1.500239,1.231084,-1.545572,-88.55,0.151505,0.202007,0.003821,-0.151457
39.600081,1.500777,1.215880,-1.525287,-87.39,0.152702,0.203603,0.006947,-0.152544
39.700134,1.501630,1.200584,-1.504860,-86.22,0.153894,0.205193,0.010140,-0.153560
39.800134,1.502807,1.185172,-1.484251,-85.04,0.155081,0.206775,0.013405,-0.154501
39.900120,1.504314,1.169678,-1.463494,-83.85,0.156260,0.208346,0.016735,-0.155361
40.000135,1.506156,1.154104,-1.442585,-82.65,0.157428,0.209904,0.020129,-0.156136
40.100137,1.508341,1.138454,-1.421514,-81.45,0.158584,0.211446,0.023586,-0.156821
40.200057,1.510875,1.122741,-1.400293,-80.23,0.159727,0.212969,0.027102,-0.157411
40.300003,1.513761,1.106987,-1.378937,-79.01,0.160853,0.214471,0.030672,-0.157902
40.400082,1.517008,1.091185,-1.357428,-77.77,0.161962,0.215950,0.034296,-0.158290
40.500054,1.520624,1.075329,-1.335743,-76.53,0.163054,0.217405,0.037974,-0.158570
40.600107,1.524606,1.059467,-1.313937,-75.28,0.164123,0.218831,0.041695,-0.158739
40.700028,1.528965,1.043581,-1.291972,-74.02,0.165171,0.220228,0.045459,-0.158792
40.800093,1.533697,1.027716,-1.269898,-72.76,0.166193,0.221591,0.049256,-0.158726
40.900110,1.538817,1.011842,-1.247658,-71.49,0.167191,0.222921,0.053090,-0.158537
41.000108,1.544320,0.996000,-1.225297,-70.20,0.168160,0.224214,0.056950,-0.158223
41.100196,1.550209,0.980199,-1.202813,-68.92,0.169101,0.225467,0.060831,-0.157780
41.200126,1.556493,0.964435,-1.180185,-67.62,0.170011,0.226682,0.064732,-0.157205
41.300112,1.563156,0.948760,-1.157474,-66.32,0.170888,0.227851,0.068638,-0.156498
41.400030,1.570215,0.933153,-1.134636,-65.01,0.171733,0.228977,0.072551,-0.155655
41.500092,1.577659,0.917648,-1.111703,-63.70,0.172542,0.230055,0.076459,-0.154676
41.600122,1.585505,0.902226,-1.088631,-62.37,0.173316,0.231088,0.080366,-0.153556
41.700065,1.593739,0.886927,-1.065466,-61.05,0.174052,0.232070,0.084258,-0.152298
41.800104,1.602354,0.871775,-1.042225,-59.72,0.174750,0.232999,0.088126,-0.150901
41.900118,1.611362,0.856755,-1.018872,-58.38,0.175408,0.233877,0.091971,-0.149363
42.000041,1.620752,0.841899,-0.995439,-57.03,0.176026,0.234701,0.095782,-0.147685
42.100112,1.630511,0.827231,-0.971948,-55.69,0.176601,0.235468,0.099549,-0.145870
42.200146,1.640660,0.812731,-0.948348,-54.34,0.177135,0.236180,0.103274,-0.143914
42.300105,1.651175,0.798438,-0.924689,-52.98,0.177625,0.236833,0.106945,-0.141822
42.400136,1.662046,0.784372,-0.900986,-51.62,0.178070,0.237427,0.110553,-0.139596
42.500177,1.673282,0.770525,-0.877208,-50.26,0.178471,0.237962,0.114097,-0.137237
42.600083,1.684871,0.756919,-0.853378,-48.89,0.178827,0.238436,0.117568,-0.134747
42.700065,1.696787,0.743586,-0.829536,-47.53,0.179136,0.238848,0.120956,-0.132134
42.800101,1.709046,0.730511,-0.805637,-46.16,0.179398,0.239198,0.124261,-0.129395
42.900039,1.721638,0.717709,-0.781694,-44.79,0.179614,0.239485,0.127476,-0.126535
43.000061,1.734534,0.705211,-0.757749,-43.42,0.179782,0.239709,0.130591,-0.123562
43.100148,1.747748,0.693006,-0.733764,-42.04,0.179903,0.239870,0.133606,-0.120475
43.199971,1.761267,0.681107,-0.709751,-40.67,0.179975,0.239967,0.136516,-0.117280
43.300116,1.775034,0.669563,-0.685794,-39.29,0.180000,0.240000,0.139305,-0.113992
43.400114,1.789120,0.658316,-0.661760,-37.92,0.179977,0.239969,0.141986,-0.110597
43.500049,1.803447,0.647430,-0.637768,-36.54,0.179905,0.239874,0.144541,-0.107116
43.600099,1.818014,0.636903,-0.613804,-35.17,0.179787,0.239715,0.146969,-0.103554
43.700106,1.832835,0.626724,-0.589831,-33.79,0.179620,0.239493,0.149270,-0.099908
43.800033,1.847872,0.616918,-0.565894,-32.42,0.179406,0.239207,0.151438,-0.096192
43.900085,1.863108,0.607494,-0.542007,-31.05,0.179145,0.238860,0.153469,-0.092413
44.000102,1.878558,0.598439,-0.518129,-29.69,0.178837,0.238449,0.155364,-0.088570
44.100030,1.894186,0.589775,-0.494303,-28.32,0.178483,0.237977,0.157118,-0.084675
44.200081,1.909969,0.581510,-0.470549,-26.96,0.178084,0.237445,0.158729,-0.080739
44.300107,1.925924,0.573631,-0.446821,-25.60,0.177639,0.236852,0.160199,-0.076758
44.400023,1.942016,0.566154,-0.423162,-24.25,0.177150,0.236200,0.161525,-0.072746
44.500069,1.958215,0.559086,-0.399596,-22.90,0.176619,0.235492,0.162704,-0.068713
44.600092,1.974546,0.552415,-0.376074,-21.55,0.176044,0.234725,0.163741,-0.064656
44.700076,1.990970,0.546151,-0.352637,-20.20,0.175427,0.233903,0.164633,-0.060588
44.800106,2.007469,0.540297,-0.329294,-18.87,0.174771,0.233027,0.165380,-0.056516
44.900119,2.024043,0.534847,-0.306030,-17.53,0.174074,0.232098,0.165986,-0.052444
45.000049,2.040668,0.529805,-0.282866,-16.21,0.173339,0.231118,0.166450,-0.048380
45.100110,2.057319,0.525173,-0.259821,-14.89,0.172567,0.230089,0.166775,-0.044334
45.200136,2.074017,0.520939,-0.236852,-13.57,0.171758,0.229010,0.166962,-0.040302
45.300045,2.090722,0.517108,-0.214001,-12.26,0.170914,0.227885,0.167015,-0.036297
45.400074,2.107405,0.513680,-0.191291,-10.96,0.170038,0.226717,0.166936,-0.032329
45.500097,2.124094,0.510644,-0.168673,-9.66,0.169129,0.225505,0.166729,-0.028392
45.600027,2.140755,0.507999,-0.146180,-8.38,0.168189,0.224252,0.166395,-0.024498
45.700079,2.157361,0.505743,-0.123834,-7.10,0.167221,0.222962,0.165941,-0.020655
45.800029,2.173936,0.503867,-0.101593,-5.82,0.166225,0.221633,0.165368,-0.016858
45.899994,2.190431,0.502369,-0.079508,-4.56,0.165203,0.220271,0.164681,-0.013121
46.000110,2.206855,0.501242,-0.057558,-3.30,0.164157,0.218876,0.163885,-0.009443
46.100127,2.223218,0.500478,-0.035717,-2.05,0.163087,0.217449,0.162983,-0.005824
46.200040,2.239470,0.500074,-0.014040,-0.80,0.161997,0.215995,0.161981,-0.002274
46.300091,2.255600,0.500021,0.007467,0.43,0.160888,0.214518,0.160884,0.001201
46.400111,2.271638,0.500312,0.028854,1.65,0.159761,0.213015,0.159695,0.004609
46.500038,2.287547,0.500940,0.050084,2.87,0.158619,0.211492,0.158420,0.007941
46.600085,2.303311,0.501897,0.071141,4.08,0.157464,0.209952,0.157065,0.011193
46.700117,2.318954,0.503176,0.092068,5.28,0.156295,0.208394,0.155633,0.014369
46.800082,2.334447,0.504769,0.112836,6.47,0.155117,0.206822,0.154130,0.017466
46.900091,2.349777,0.506667,0.133432,7.65,0.153931,0.205241,0.152563,0.020478
47.000130,2.364954,0.508862,0.153878,8.82,0.152738,0.203651,0.150934,0.023411
47.099947,2.379969,0.511347,0.174172,9.98,0.151541,0.202055,0.149248,0.026261
47.200088,2.394781,0.514107,0.194261,11.13,0.150344,0.200459,0.147516,0.029023
47.300135,2.409464,0.517149,0.214254,12.28,0.149142,0.198857,0.145732,0.031711
47.400047,2.423953,0.520452,0.234069,13.41,0.147943,0.197258,0.143909,0.034314
47.500088,2.438239,0.524007,0.253698,14.54,0.146749,0.195666,0.142052,0.036832
47.600209,2.452356,0.527814,0.273193,15.65,0.145559,0.194078,0.140161,0.039273
47.700092,2.466293,0.531865,0.292546,16.76,0.144374,0.192499,0.138240,0.041636
47.800055,2.480004,0.536139,0.311695,17.86,0.143202,0.190936,0.136302,0.043916
47.900102,2.493531,0.540639,0.330704,18.95,0.142039,0.189386,0.134343,0.046121
48.000035,2.506873,0.545361,0.349574,20.03,0.140888,0.187851,0.132367,0.048254
48.100089,2.520002,0.550287,0.368271,21.10,0.139753,0.186338,0.130383,0.050312
48.200108,2.532948,0.555421,0.386840,22.16,0.138633,0.184845,0.128389,0.052301
48.300042,2.545689,0.560748,0.405254,23.22,0.137532,0.183376,0.126392,0.054222
48.400108,2.558220,0.566260,0.423507,24.27,0.136452,0.181935,0.124397,0.056076
48.500140,2.570568,0.571962,0.441642,25.30,0.135391,0.180522,0.122401,0.057870
48.600031,2.582713,0.577838,0.459631,26.33,0.134355,0.179140,0.120411,0.059602
48.700089,2.594642,0.583875,0.477458,27.36,0.133345,0.177793,0.118432,0.061275
48.800118,2.606393,0.590088,0.495181,28.37,0.132360,0.176480,0.116461,0.062896
48.900042,2.617945,0.596458,0.512770,29.38,0.131403,0.175204,0.114503,0.064466
49.000087,2.629289,0.602976,0.530215,30.38,0.130477,0.173970,0.112563,0.065985
49.100141,2.640454,0.609652,0.547560,31.37,0.129582,0.172776,0.110637,0.067461
49.200038,2.651428,0.616474,0.564789,32.36,0.128719,0.171625,0.108729,0.068895
49.300173,2.662196,0.623426,0.581878,33.34,0.127891,0.170521,0.106844,0.070288
49.400141,2.672801,0.630533,0.598900,34.31,0.127097,0.169462,0.104976,0.071649
49.500031,2.683203,0.637762,0.615790,35.28,0.126340,0.168454,0.103134,0.072975
49.600108,2.693414,0.645116,0.632569,36.24,0.125623,0.167497,0.101316,0.074270
49.700145,2.703463,0.652613,0.649285,37.20,0.124942,0.166590,0.099519,0.075542
49.800105,2.713330,0.660233,0.665907,38.15,0.124302,0.165737,0.097746,0.076791
49.900149,2.723013,0.667970,0.682434,39.10,0.123704,0.164939,0.095999,0.078018
50.000157,2.732531,0.675836,0.698898,40.04,0.123148,0.164197,0.094276,0.079230
50.100040,2.741874,0.683820,0.715284,40.98,0.122634,0.163512,0.092577,0.080427
50.200085,2.751037,0.691912,0.731584,41.92,0.122165,0.162887,0.090905,0.081612
50.300111,2.760049,0.700136,0.747851,42.85,0.121740,0.162319,0.089254,0.082791
50.400036,2.768895,0.708476,0.764062,43.78,0.121359,0.161813,0.087625,0.083964
50.500083,2.777571,0.716925,0.780208,44.70,0.121026,0.161367,0.086021,0.085133
50.600025,2.786097,0.725500,0.796333,45.63,0.120738,0.160983,0.084436,0.086303
50.700017,2.794458,0.734184,0.812405,46.55,0.120497,0.160662,0.082872,0.087474
50.800089,2.802667,0.742990,0.828457,47.47,0.120303,0.160404,0.081326,0.088650
50.900117,2.810728,0.751920,0.844498,48.39,0.120157,0.160209,0.079797,0.089834
51.000040,2.818635,0.760966,0.860517,49.30,0.120058,0.160077,0.078283,0.091026
51.100097,2.826382,0.770121,0.876508,50.22,0.120007,0.160010,0.076785,0.092227
51.200101,2.833990,0.779410,0.892517,51.14,0.120005,0.160006,0.075297,0.093442
51.300053,2.841446,0.788815,0.908521,52.05,0.120050,0.160067,0.073820,0.094671
51.400075,2.848751,0.798340,0.924526,52.97,0.120143,0.160191,0.072352,0.095915
51.500083,2.855915,0.807997,0.940557,53.89,0.120284,0.160379,0.070888,0.097176
51.600039,2.862931,0.817779,0.956609,54.81,0.120473,0.160631,0.069428,0.098455
51.699996,2.869798,0.827685,0.972680,55.73,0.120709,0.160945,0.067969,0.099753
51.799982,2.876519,0.837722,0.988786,56.65,0.120991,0.161321,0.066509,0.101071
51.900031,2.883096,0.847894,1.004937,57.58,0.121320,0.161760,0.065045,0.102410
52.000068,2.889530,0.858208,1.021145,58.51,0.121695,0.162260,0.063572,0.103770
52.100218,2.895816,0.868658,1.037405,59.44,0.122115,0.162821,0.062090,0.105152
52.200146,2.901959,0.879259,1.053742,60.37,0.122581,0.163441,0.060594,0.106557
52.300173,2.907939,0.889978,1.070108,61.31,0.123089,0.164119,0.059087,0.107980
52.400169,2.913773,0.900851,1.086560,62.26,0.123641,0.164855,0.057559,0.109426
52.500091,2.919452,0.911866,1.103084,63.20,0.124235,0.165647,0.056011,0.110893
52.600022,2.924970,0.923021,1.119678,64.15,0.124870,0.166493,0.054440,0.112378
52.700142,2.930331,0.934326,1.136360,65.11,0.125545,0.167393,0.052842,0.113883
52.800102,2.935540,0.945804,1.153167,66.07,0.126260,0.168347,0.051210,0.115408
52.900142,2.940576,0.957417,1.170045,67.04,0.127012,0.169350,0.049549,0.116949
53.000163,2.945448,0.969194,1.187039,68.01,0.127802,0.170402,0.047850,0.118506
53.100061,2.950148,0.981126,1.204137,68.99,0.128627,0.171502,0.046113,0.120077
53.200109,2.954666,0.993200,1.221327,69.98,0.129485,0.172646,0.044336,0.121658
53.300137,2.959011,1.005452,1.238659,70.97,0.130377,0.173836,0.042511,0.123252
53.400061,2.963170,1.017860,1.256109,71.97,0.131300,0.175067,0.040640,0.124853
53.500177,2.967135,1.030416,1.273665,72.98,0.132253,0.176337,0.038721,0.126457
53.600147,2.970913,1.043157,1.291384,73.99,0.133235,0.177647,0.036745,0.128068
53.700046,2.974486,1.056041,1.309211,75.01,0.134243,0.178991,0.034717,0.129676
53.800100,2.977850,1.069075,1.327160,76.04,0.135276,0.180368,0.032633,0.131281
53.900138,2.981009,1.082291,1.345277,77.08,0.136333,0.181778,0.030486,0.132881
54.000128,2.983948,1.095663,1.363533,78.12,0.137413,0.183217,0.028277,0.134472
54.100169,2.986663,1.109188,1.381926,79.18,0.138512,0.184682,0.026005,0.136048
54.200141,2.989148,1.122877,1.400477,80.24,0.139629,0.186173,0.023667,0.137609
54.300061,2.991394,1.136711,1.419164,81.31,0.140763,0.187684,0.021263,0.139148
54.400109,2.993396,1.150690,1.437994,82.39,0.141911,0.189215,0.018791,0.140661
54.500129,2.995149,1.164838,1.457002,83.48,0.143073,0.190764,0.016246,0.142148
54.600070,2.996644,1.179129,1.476160,84.58,0.144246,0.192328,0.013631,0.143601
54.700120,2.997873,1.193551,1.495460,85.68,0.145428,0.193903,0.010946,0.145015
54.800144,2.998830,1.208129,1.514939,86.80,0.146618,0.195490,0.008185,0.146389
54.900054,2.999508,1.222838,1.534573,87.92,0.147813,0.197083,0.005353,0.147716
55.000092,2.999898,1.237661,1.554343,89.06,0.149010,0.198680,0.002452,0.148990
55.100098,3.000000,1.252625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.200046,3.000000,1.267626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.300084,3.000000,1.282618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.400023,3.000000,1.297624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.499984,3.000000,1.312615,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.600004,3.000000,1.327609,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.700019,3.000000,1.342612,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.800012,3.000000,1.357614,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
55.900082,3.000000,1.372613,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.000100,3.000000,1.387623,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.100034,3.000000,1.402626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.200086,3.000000,1.417616,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.300116,3.000000,1.432624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.400042,3.000000,1.447628,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.500086,3.000000,1.462617,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.600194,3.000000,1.477624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.700152,3.000000,1.492640,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.800087,3.000000,1.507634,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
56.900127,3.000000,1.522624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.000023,3.000000,1.537630,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.100102,3.000000,1.552614,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.200175,3.000000,1.567626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.300032,3.000000,1.582637,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.400096,3.000000,1.597616,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.500130,3.000000,1.612625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.600046,3.000000,1.627631,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.700102,3.000000,1.642618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.800129,3.000000,1.657626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
57.900056,3.000000,1.672630,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.000057,3.000000,1.687619,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.100121,3.000000,1.702620,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.200062,3.000000,1.717629,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.300119,3.000000,1.732620,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.400134,3.000000,1.747629,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.500047,3.000000,1.762631,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.599995,3.000000,1.777618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.700106,3.000000,1.792610,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.800037,3.000000,1.807627,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
58.900127,3.000000,1.822617,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.000148,3.000000,1.837630,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.100055,3.000000,1.852633,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.200136,3.000000,1.867619,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.300165,3.000000,1.882631,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.400095,3.000000,1.897636,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.500134,3.000000,1.912625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.600168,3.000000,1.927631,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.700020,3.000000,1.942636,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.800106,3.000000,1.957614,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
59.900135,3.000000,1.972627,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.000062,3.000000,1.987631,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.100121,3.000000,2.002620,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.200153,3.000000,2.017629,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.300020,3.000000,2.032634,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.400064,3.000000,2.047614,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.500130,3.000000,2.062621,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.600029,3.000000,2.077630,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.700074,3.000000,2.092615,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.800115,3.000000,2.107622,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
60.900020,3.000000,2.122628,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.000076,3.000000,2.137614,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.100100,3.000000,2.152622,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
