time(s),x(m),y(m),theta(rad),theta(deg),vc(m/s),wc(rad/s),xr(m),yr(m),thetar(rad),xe(m),ye(m),thetae(rad)
1.900120,-0.235763,-0.130946,1.465996,84.00,0.220000,1.778128,-0.323593,0.023239,0.000000,0.087844,-0.195850,0.104800
2.100067,-0.235221,-0.122764,1.542529,88.38,0.220000,1.478236,-0.323560,0.045239,0.000000,0.088386,-0.217660,0.028267
2.200106,-0.235544,-0.109764,1.647910,94.42,0.220000,1.125523,-0.323554,0.067239,0.000000,0.088063,-0.219666,-0.077114
2.300113,-0.237338,-0.095402,1.735809,99.45,0.220000,0.768103,-0.323558,0.089239,0.000000,0.086269,-0.220305,-0.165013
2.400038,-0.240398,-0.080582,1.804988,103.42,0.220000,0.436446,-0.323564,0.111239,0.000000,0.083208,-0.220473,-0.234192
2.500094,-0.244677,-0.064750,1.860612,106.61,0.220000,0.137113,-0.323570,0.133239,0.000000,0.078930,-0.219650,-0.289816
2.600135,-0.257019,-0.028398,1.924210,110.25,0.220000,-0.171245,-0.323575,0.153629,0.000000,0.066588,-0.198304,-0.353414
2.800098,-0.264420,-0.008656,1.933333,110.77,0.220000,-0.372107,-0.323580,0.172442,0.000000,0.059187,-0.208557,-0.362536
2.900095,-0.271886,0.010872,1.936914,110.98,0.220000,-0.515598,-0.323583,0.190618,0.000000,0.051721,-0.204028,-0.366118
3.000229,-0.285788,0.047909,1.917875,109.89,0.220000,-0.611684,-0.323586,0.209098,0.000000,0.037819,-0.182011,-0.347079
3.100128,-0.292219,0.066253,1.898377,108.77,0.220000,-0.665564,-0.323589,0.227981,0.000000,0.031388,-0.178653,-0.327581
3.300048,-0.298018,0.083955,1.876804,107.53,0.220000,-0.692135,-0.323591,0.247065,0.000000,0.025589,-0.190938,-0.306007
3.400061,-0.303431,0.101991,1.846111,105.77,0.220000,-0.681333,-0.323593,0.266036,0.000000,0.020176,-0.187904,-0.275314
3.500108,-0.312112,0.136862,1.784297,102.23,0.220000,-0.610813,-0.323595,0.285209,0.000000,0.011495,-0.168040,-0.213500
3.700084,-0.315635,0.154406,1.754260,100.51,0.220000,-0.550859,-0.323596,0.304503,0.000000,0.007972,-0.180492,-0.183463
3.800150,-0.318737,0.172748,1.723455,98.75,0.220000,-0.490115,-0.323598,0.323673,0.000000,0.004870,-0.177160,-0.152659
3.900056,-0.321265,0.190821,1.695259,97.13,0.220000,-0.429479,-0.323599,0.342542,0.000000,0.002342,-0.174073,-0.124463
4.000101,-0.323503,0.210436,1.673511,95.89,0.220000,-0.377595,-0.323600,0.361008,0.000000,0.000104,-0.169465,-0.102714
4.200075,-0.326760,0.248615,1.634966,93.68,0.220000,-0.305965,-0.323601,0.379581,0.000000,-0.003154,-0.161282,-0.064169
4.300098,-0.327508,0.261451,1.621507,92.91,0.220000,-0.255082,-0.323601,0.398281,0.000000,-0.003901,-0.163450,-0.050710
4.400126,-0.328363,0.280820,1.608205,92.14,0.220000,-0.214306,-0.323602,0.416936,0.000000,-0.004756,-0.159085,-0.037408
4.500041,-0.328985,0.300856,1.597221,91.51,0.220000,-0.180661,-0.323603,0.435369,0.000000,-0.005378,-0.154036,-0.026425
4.600101,-0.329422,0.320872,1.588767,91.03,0.220000,-0.153458,-0.323603,0.453465,0.000000,-0.005815,-0.149029,-0.017970
4.700139,-0.329689,0.341195,1.579568,90.50,0.220000,-0.127191,-0.323604,0.471170,0.000000,-0.006082,-0.143712,-0.008772
4.900090,-0.329634,0.381945,1.561624,89.47,0.220000,-0.086763,-0.323604,0.489053,0.000000,-0.006027,-0.132955,0.009172
5.000122,-0.329058,0.422969,1.555101,89.10,0.220000,-0.053919,-0.323604,0.507600,0.000000,-0.005451,-0.106935,0.015695
5.200107,-0.328709,0.443974,1.553189,88.99,0.220000,-0.032226,-0.323605,0.526724,0.000000,-0.005102,-0.115928,0.017607
5.300115,-0.328287,0.464699,1.547377,88.66,0.220000,-0.011045,-0.323605,0.546091,0.000000,-0.004680,-0.110204,0.023420
5.500074,-0.327282,0.506703,1.548599,88.73,0.220000,0.003668,-0.323605,0.565801,0.000000,-0.003675,-0.098194,0.022197
5.700018,-0.326434,0.549318,1.552357,88.94,0.220000,0.007792,-0.323605,0.586081,0.000000,-0.002827,-0.085571,0.018439
5.800086,-0.325559,0.591856,1.548312,88.71,0.220000,0.021650,-0.323606,0.607119,0.000000,-0.001952,-0.058043,0.022485
5.900108,-0.325110,0.613062,1.552323,88.94,0.220000,0.023784,-0.323606,0.628623,0.000000,-0.001503,-0.051841,0.018473
6.000085,-0.324778,0.634446,1.556865,89.20,0.220000,0.019989,-0.323606,0.650153,0.000000,-0.001171,-0.045452,0.013932
6.100206,-0.324450,0.656009,1.553583,89.01,0.189824,0.026073,-0.323606,0.671225,0.000000,-0.000843,-0.038908,0.017213
6.300049,-0.324203,0.670560,1.554351,89.06,0.191779,0.028274,-0.323606,0.691674,0.000000,-0.000597,-0.054333,0.016445
6.500139,-0.323637,0.711737,1.559526,89.35,0.122039,0.022178,-0.323606,0.711956,0.000000,-0.000030,-0.043170,0.011270
6.600049,-0.323446,0.731276,1.564008,89.61,0.102841,0.015227,-0.323606,0.732124,0.000000,0.000161,-0.038617,0.006789
6.700104,-0.323381,0.749018,1.570005,89.95,0.105010,0.005893,-0.323606,0.752059,0.000000,0.000226,-0.035883,0.000791
6.899999,-0.323333,0.772102,1.564717,89.65,0.095864,0.010559,-0.323606,0.772120,0.000000,0.000274,-0.042784,0.006080
7.100132,-0.323180,0.793337,1.564253,89.63,0.092750,0.012623,-0.323606,0.792649,0.000000,0.000426,-0.051569,0.006544
7.200091,-0.323084,0.813281,1.568666,89.88,0.099672,0.007304,-0.323607,0.813914,0.000000,0.000523,-0.046618,0.002130
7.300089,-0.323077,0.819736,1.570825,90.00,0.154737,0.003583,-0.323607,0.835650,0.000000,0.000530,-0.055164,-0.000029
7.400118,-0.323098,0.829354,1.574406,90.21,0.212793,-0.002314,-0.323607,0.857426,0.000000,0.000508,-0.060550,-0.003610
7.500055,-0.323142,0.839908,1.574828,90.23,0.220000,-0.004445,-0.323607,0.878775,0.000000,0.000465,-0.064986,-0.004032
7.600099,-0.323199,0.856006,1.574538,90.21,0.220000,-0.004688,-0.323607,0.899487,0.000000,0.000408,-0.063895,-0.003742
7.800043,-0.323274,0.876457,1.574035,90.19,0.220000,-0.004294,-0.323607,0.919519,0.000000,0.000333,-0.073436,-0.003239
7.900087,-0.323445,0.918295,1.575515,90.27,0.220000,-0.007374,-0.323607,0.939414,0.000000,0.000162,-0.046604,-0.004718
8.100037,-0.323619,0.939580,1.582180,90.65,0.220000,-0.017886,-0.323607,0.959253,0.000000,-0.000012,-0.055311,-0.011383
8.300142,-0.324035,0.981569,1.577659,90.39,0.134021,-0.015341,-0.323607,0.979368,0.000000,-0.000428,-0.043339,-0.006863
8.400044,-0.324375,1.022545,1.582252,90.66,0.032733,-0.018950,-0.323607,1.000076,0.000000,-0.000768,-0.017347,-0.011455
8.600147,-0.324561,1.037300,1.583872,90.75,0.024234,-0.022097,-0.323607,1.021186,0.000000,-0.000954,-0.032608,-0.013075
8.700026,-0.324708,1.047930,1.585401,90.84,0.057906,-0.026451,-0.323607,1.042342,0.000000,-0.001101,-0.036960,-0.014605
8.800099,-0.324818,1.056839,1.580547,90.56,0.110302,-0.023213,-0.323607,1.063606,0.000000,-0.001211,-0.043062,-0.009751
9.000051,-0.324861,1.062483,1.576887,90.35,0.178338,-0.019946,-0.323607,1.084782,0.000000,-0.001255,-0.067411,-0.006091
9.100137,-0.324888,1.067798,1.574691,90.22,0.220000,-0.018393,-0.323607,1.105637,0.000000,-0.001281,-0.077109,-0.003895
9.200170,-0.324916,1.085085,1.570479,89.98,0.220000,-0.012282,-0.323607,1.125997,0.000000,-0.001309,-0.074826,0.000317
9.300020,-0.324845,1.117710,1.568324,89.86,0.220000,-0.006535,-0.323607,1.146292,0.000000,-0.001239,-0.057179,0.002472
9.400085,-0.324836,1.139579,1.572815,90.12,0.220000,-0.012214,-0.323607,1.166514,0.000000,-0.001229,-0.050320,-0.002019
9.600035,-0.324912,1.160460,1.573803,90.17,0.220000,-0.015439,-0.323607,1.186518,0.000000,-0.001305,-0.059432,-0.003006
9.700092,-0.324956,1.181467,1.572667,90.11,0.220000,-0.014390,-0.323607,1.206155,0.000000,-0.001349,-0.053432,-0.001871
9.800130,-0.324965,1.203134,1.571094,90.02,0.210255,-0.011446,-0.323607,1.225329,0.000000,-0.001358,-0.046772,-0.000297
10.000088,-0.325077,1.246086,1.578398,90.44,0.121649,-0.018130,-0.323607,1.244549,0.000000,-0.001470,-0.033814,-0.007602
10.100242,-0.325331,1.284835,1.573502,90.16,0.032195,-0.010169,-0.323607,1.264252,0.000000,-0.001725,-0.010087,-0.002706
10.200017,-0.325336,1.293568,1.570118,89.96,0.044659,-0.003654,-0.323607,1.284360,0.000000,-0.001730,-0.016321,0.000678
10.300101,-0.325312,1.303489,1.567281,89.80,0.083591,0.000445,-0.323607,1.304564,0.000000,-0.001705,-0.021412,0.003515
10.400137,-0.325293,1.308222,1.566556,89.76,0.145813,0.000291,-0.323607,1.324504,0.000000,-0.001686,-0.031684,0.004240
10.500043,-0.325271,1.313791,1.567066,89.79,0.210129,-0.002671,-0.323607,1.343980,0.000000,-0.001664,-0.041102,0.003730
10.600002,-0.325240,1.323231,1.567604,89.82,0.220000,-0.005727,-0.323607,1.362912,0.000000,-0.001633,-0.046655,0.003192
10.700109,-0.325201,1.339278,1.569125,89.90,0.220000,-0.009400,-0.323607,1.381314,0.000000,-0.001595,-0.045624,0.001671
10.800063,-0.325190,1.359400,1.569933,89.95,0.220000,-0.011702,-0.323607,1.399252,0.000000,-0.001583,-0.040495,0.000863
11.000075,-0.325212,1.380686,1.571913,90.06,0.220000,-0.015618,-0.323607,1.416783,0.000000,-0.001605,-0.049211,-0.001116
11.100035,-0.325212,1.423031,1.567424,89.81,0.215929,-0.007551,-0.323607,1.434519,0.000000,-0.001605,-0.021860,0.003372
11.300121,-0.325167,1.443836,1.570404,89.98,0.153298,-0.008723,-0.323607,1.452510,0.000000,-0.001560,-0.031068,0.000393
11.400056,-0.325229,1.465249,1.575777,90.29,0.123196,-0.015078,-0.323607,1.470611,0.000000,-0.001622,-0.024645,-0.004981
11.500100,-0.325321,1.500962,1.569175,89.91,0.057710,-0.005352,-0.323607,1.489087,0.000000,-0.001714,-0.003939,0.001621
11.600155,-0.325285,1.513997,1.567955,89.84,0.058564,-0.000472,-0.323607,1.507846,0.000000,-0.001678,-0.005912,0.002841
11.700031,-0.325262,1.520350,1.567685,89.82,0.100736,-0.000198,-0.323607,1.526648,0.000000,-0.001655,-0.014540,0.003112
11.900106,-0.325238,1.527184,1.566771,89.77,0.152284,-0.000585,-0.323607,1.545196,0.000000,-0.001631,-0.037718,0.004025
12.000030,-0.325211,1.533663,1.566478,89.75,0.206118,-0.001828,-0.323607,1.563363,0.000000,-0.001604,-0.046227,0.004318
12.100118,-0.325092,1.559961,1.567386,89.80,0.195832,-0.003294,-0.323607,1.581658,0.000000,-0.001485,-0.034943,0.003411
12.300055,-0.325074,1.579830,1.571475,90.04,0.182698,-0.009422,-0.323607,1.599274,0.000000,-0.001467,-0.045065,-0.000679
12.400107,-0.325092,1.600331,1.570443,89.98,0.169878,-0.008972,-0.323607,1.617033,0.000000,-0.001486,-0.039571,0.000354
12.600047,-0.324906,1.638778,1.562652,89.53,0.046533,1.618295,-0.338450,1.624261,0.000000,0.047013,0.005742,0.008144
12.700171,-0.324854,1.669756,1.609106,92.19,-0.024309,0.342023,-0.341498,1.641420,0.000000,-0.001247,-0.015155,-0.038310
12.900053,-0.325504,1.676657,1.734561,99.38,0.009276,1.173371,-0.354749,1.652999,0.000000,0.054851,0.000458,-0.163765
13.000101,-0.326069,1.679436,1.929403,110.55,0.118235,1.217745,-0.372095,1.666195,0.000000,0.068111,-0.014367,-0.358607
13.100152,-0.326429,1.680217,2.038943,116.82,0.220000,0.717275,-0.384044,1.683429,0.000000,0.060285,-0.033604,-0.468146
13.300103,-0.329670,1.685795,2.140245,122.63,0.220000,0.185306,-0.391091,1.703727,0.000000,0.060194,-0.059544,-0.569449
13.400203,-0.345431,1.706768,2.255701,129.24,0.220000,-0.164717,-0.397227,1.725727,0.000000,0.056943,-0.055594,-0.684904
13.500054,-0.358525,1.722378,2.276589,130.44,0.220000,-0.202783,-0.405705,1.747200,0.000000,0.058203,-0.049826,-0.705793
13.700138,-0.372115,1.738298,2.276438,130.43,0.220000,-0.502514,-0.411813,1.769200,0.000000,0.041928,-0.076501,-0.705642
13.800102,-0.385529,1.754136,2.269694,130.04,0.220000,-0.913628,-0.413814,1.791200,0.000000,0.023305,-0.083872,-0.698898
14.000191,-0.411167,1.785514,2.232821,127.93,0.220000,-1.334619,-0.411331,1.813200,0.000000,-0.009906,-0.089627,-0.662025
14.100015,-0.422181,1.800190,2.195568,125.80,0.220000,-1.527559,-0.407423,1.835200,0.000000,-0.020656,-0.096688,-0.624772
14.200099,-0.431557,1.813800,2.149835,123.18,0.220000,-1.633586,-0.402952,1.857200,0.000000,-0.033537,-0.106510,-0.579039
14.400053,-0.446770,1.841104,2.001649,114.69,0.220000,-1.632902,-0.397444,1.879200,0.000000,-0.056206,-0.112715,-0.430853
14.500097,-0.452312,1.854420,1.927106,110.42,0.220000,-1.679289,-0.390894,1.901200,0.000000,-0.069378,-0.116454,-0.356310
14.600130,-0.455582,1.863707,1.889483,108.26,0.220000,-2.489958,-0.369984,1.923200,0.000000,-0.131976,-0.106199,-0.318686
14.700042,-0.459668,1.878040,1.809547,103.68,0.220000,-1.489724,-0.369243,1.945200,0.000000,-0.066458,-0.132127,-0.238751
14.800095,-0.462292,1.891217,1.716105,98.33,0.220000,-2.243804,-0.356650,1.967200,0.000000,-0.138685,-0.108683,-0.145308
14.900131,-0.463529,1.904671,1.616995,92.65,0.220000,-2.439154,-0.341677,1.989200,0.000000,-0.139922,-0.410234,-0.046225
15.000043,-0.463543,1.918613,1.526892,87.48,0.220000,-2.275257,-0.330592,2.011200,0.000000,-0.140085,-0.411218,0.023976
15.100022,-0.459822,1.942804,1.302310,74.62,0.220000,-1.731474,-0.324133,2.033200,0.000000,-0.136806,-0.401838,0.228802
15.300040,-0.456056,1.954030,1.196729,68.57,0.220000,-1.185126,-0.321074,2.055200,0.000000,-0.134773,-0.419843,0.295337
15.400102,-0.450420,1.966309,1.092696,62.61,0.220000,-0.674630,-0.319799,2.077200,0.000000,-0.130414,-0.421979,0.380074
15.600073,-0.436737,1.989166,0.982947,56.32,0.220000,-0.191171,-0.318831,2.099200,0.000000,-0.120067,-0.427495,0.451730
15.700104,-0.415446,2.018583,0.912903,52.31,0.220000,0.216381,-0.317296,2.121200,0.000000,-0.100824,-0.412046,0.502950
15.900042,-0.403265,2.034119,0.900145,51.57,0.220000,0.489162,-0.315013,2.143200,0.000000,-0.093456,-0.423968,0.478538
16.000150,-0.377929,2.065938,0.907141,51.98,0.220000,0.681485,-0.311865,2.165200,0.000000,-0.070878,-0.405661,0.453153
16.100191,-0.366308,2.081076,0.926079,53.06,0.220000,0.796076,-0.308006,2.187200,0.000000,-0.062236,-0.403868,0.415983
16.200134,-0.355121,2.096318,0.949138,54.38,0.220000,0.888477,-0.303990,2.209200,0.000000,-0.054241,-0.401799,0.374853
16.400195,-0.348046,2.106381,0.965751,55.33,0.220000,0.948683,-0.299723,2.231200,0.000000,-0.054183,-0.417622,0.322477
16.500017,-0.334606,2.126983,1.020553,58.47,0.220000,0.934546,-0.295212,2.253200,0.000000,-0.044544,-0.409695,0.250031
16.700222,-0.317492,2.157652,1.106354,63.39,0.220000,0.824714,-0.290272,2.275200,0.000000,-0.035632,-0.403966,0.129223
16.800092,-0.309962,2.173605,1.151527,65.98,0.220000,0.714215,-0.284929,2.297200,0.000000,-0.032470,-0.400215,0.066770
16.900142,-0.296543,2.207292,1.228318,70.38,0.220000,0.543837,-0.279074,2.319200,0.000000,-0.023608,-0.378592,-0.027216
17.100099,-0.292391,2.219381,1.252085,71.74,0.220000,0.417640,-0.272811,2.341200,0.000000,-0.029083,-0.390145,-0.085020
17.200138,-0.281663,2.255452,1.306272,74.84,0.220000,0.254583,-0.266074,2.363200,0.000000,-0.023425,-0.365669,-0.156080
17.300188,-0.276931,2.273809,1.330074,76.21,0.220000,0.120310,-0.258986,2.385200,0.000000,-0.023926,-0.358755,-0.196661
17.500072,-0.272351,2.293584,1.352903,77.52,0.220000,0.003794,-0.251720,2.407200,0.000000,-0.030283,-0.361390,-0.252741
17.600113,-0.263778,2.334405,1.368593,78.41,0.220000,-0.112528,-0.244165,2.429200,0.000000,-0.027419,-0.331563,-0.284948
17.800095,-0.259442,2.355607,1.368219,78.39,0.220000,-0.197147,-0.236378,2.451200,0.000000,-0.034952,-0.331906,-0.317372
18.000027,-0.250954,2.396369,1.361397,78.00,0.220000,-0.272799,-0.228210,2.473200,0.000000,-0.038930,-0.312119,-0.343084
18.100136,-0.242097,2.437051,1.347963,77.23,0.220000,-0.342082,-0.219471,2.495200,0.000000,-0.036536,-0.281733,-0.345860
18.300150,-0.237495,2.456484,1.330505,76.23,0.220000,-0.390266,-0.210277,2.517200,0.000000,-0.045288,-0.282470,-0.360657
18.400113,-0.229205,2.489136,1.313586,75.26,0.220000,-0.431835,-0.200582,2.539200,0.000000,-0.043891,-0.259702,-0.359804
18.500136,-0.223880,2.508619,1.294923,74.19,0.220000,-0.459137,-0.190555,2.561200,0.000000,-0.045610,-0.249980,-0.357191
18.700103,-0.218170,2.528125,1.277192,73.18,0.220000,-0.470266,-0.180419,2.583200,0.000000,-0.054419,-0.249611,-0.371490
18.800202,-0.212172,2.547226,1.256207,71.98,0.220000,-0.451658,-0.170409,2.605200,0.000000,-0.055910,-0.239903,-0.366522
18.900193,-0.205975,2.565489,1.230720,70.52,0.220000,-0.417858,-0.160585,2.627200,0.000000,-0.057343,-0.230901,-0.357035
19.000182,-0.199333,2.583542,1.207725,69.20,0.220000,-0.376210,-0.150940,2.649200,0.000000,-0.058480,-0.221989,-0.350043
19.100152,-0.192209,2.601709,1.187120,68.02,0.220000,-0.330789,-0.141441,2.671200,0.000000,-0.059285,-0.212840,-0.345450
19.200037,-0.176664,2.638250,1.150197,65.90,0.220000,-0.275609,-0.131681,2.693200,0.000000,-0.051812,-0.185192,-0.324541
19.400204,-0.168689,2.655839,1.138802,65.25,0.220000,-0.246753,-0.121602,2.715200,0.000000,-0.060482,-0.185072,-0.345318
19.500139,-0.160242,2.673851,1.125492,64.49,0.220000,-0.221784,-0.111289,2.737200,0.000000,-0.060579,-0.175606,-0.348122
19.600179,-0.151463,2.691957,1.112915,63.77,0.220000,-0.193228,-0.100864,2.759200,0.000000,-0.060515,-0.165937,-0.351717
19.800116,-0.132963,2.728605,1.096738,62.84,0.220000,-0.169252,-0.090064,2.781200,0.000000,-0.059919,-0.145800,-0.368016
19.900179,-0.114438,2.763960,1.077606,61.74,0.220000,-0.164763,-0.078549,2.803200,0.000000,-0.050602,-0.118531,-0.365224
20.100032,-0.108012,2.775822,1.071571,61.40,0.220000,-0.177300,-0.066403,2.825200,0.000000,-0.063079,-0.122461,-0.392031
20.300117,-0.087908,2.811906,1.053561,60.36,0.220000,-0.183517,-0.053526,2.847200,0.000000,-0.062595,-0.101697,-0.407214
20.400088,-0.067007,2.848325,1.045004,59.87,0.220000,-0.200718,-0.039772,2.869200,0.000000,-0.051765,-0.072744,-0.415372
20.600160,-0.056467,2.866293,1.035090,59.31,0.220000,-0.219601,-0.025385,2.891200,0.000000,-0.061925,-0.069329,-0.439198
20.700088,-0.045578,2.884495,1.029636,58.99,0.220000,-0.232031,-0.010720,2.913200,0.000000,-0.061652,-0.058195,-0.450749
20.800072,-0.034796,2.902347,1.024163,58.68,0.220000,-0.229272,0.003897,2.935200,0.000000,-0.061680,-0.047276,-0.462400
20.900102,-0.023887,2.920182,1.018429,58.35,0.220000,-0.295841,0.018236,2.955104,0.000000,-0.061776,-0.036237,-0.473911
21.000035,-0.013030,2.937573,1.006121,57.65,0.220000,-0.887472,0.032287,2.964090,0.000000,-0.062105,-0.025488,-0.478950
21.100120,-0.005659,2.949112,0.998038,57.18,0.220000,-1.338548,0.046098,2.968669,0.000000,-0.066131,-0.020450,-0.488362
21.300044,0.015449,2.980174,0.932881,53.45,0.220000,-1.389393,0.060218,2.972910,0.000000,-0.068376,-0.001905,-0.458534
21.400104,0.036393,3.005232,0.813426,46.61,0.220000,-1.189583,0.075148,2.978278,0.000000,-0.059416,0.017134,-0.356959
21.600038,0.047841,3.016580,0.748611,42.89,0.205880,-1.006823,0.090846,2.984904,0.000000,-0.072510,0.016977,-0.328287
21.700108,0.060095,3.027210,0.682587,39.11,0.199133,-0.868117,0.107026,2.992381,0.000000,-0.072839,0.022119,-0.280566
21.800130,0.072763,3.036933,0.626340,35.89,0.214536,-0.779674,0.123367,3.000158,0.000000,-0.072949,0.026549,-0.242760
22.000107,0.101733,3.055735,0.532053,30.48,0.179152,-0.645643,0.140094,3.007857,0.000000,-0.070122,0.035364,-0.185791
22.200089,0.128035,3.070193,0.471865,27.04,0.141881,-0.536179,0.157586,3.015198,0.000000,-0.070754,0.040677,-0.163531
22.300101,0.159330,3.084311,0.371070,21.26,0.100307,-0.385196,0.176243,3.022332,0.000000,-0.053222,0.050556,-0.081937
22.400210,0.168893,3.087860,0.336785,19.30,0.134097,-0.352273,0.195814,3.029156,0.000000,-0.057629,0.050097,-0.067030
22.500042,0.186350,3.093336,0.268442,15.38,0.168180,-0.330196,0.215819,3.035511,0.000000,-0.054292,0.051816,-0.018169
22.600182,0.197690,3.096189,0.226842,13.00,0.218143,-0.346866,0.235788,3.041281,0.000000,-0.057304,0.051151,0.003728
22.800024,0.211786,3.099135,0.187371,10.74,0.220000,-0.365774,0.255335,3.046413,0.000000,-0.072393,0.047856,0.003404
22.900069,0.223099,3.101148,0.165631,9.49,0.220000,-0.402369,0.274405,3.050906,0.000000,-0.075955,0.047152,0.004981
23.000105,0.242108,3.104092,0.142541,8.17,0.220000,-0.421742,0.293038,3.054784,0.000000,-0.071991,0.047660,0.007750
23.100027,0.261244,3.106694,0.127653,7.31,0.220000,-0.442707,0.311314,3.058084,0.000000,-0.068047,0.048120,0.002181
23.200085,0.281095,3.109091,0.113077,6.48,0.220000,-0.456982,0.329315,3.060832,0.000000,-0.063567,0.048672,-0.003885
23.400062,0.319470,3.112708,0.072763,4.17,0.220000,-0.405087,0.347694,3.063047,0.000000,-0.056364,0.049529,-0.005300
23.500113,0.357859,3.114797,0.039008,2.23,0.220000,-0.322178,0.367035,3.064692,0.000000,-0.033782,0.050717,0.007345
23.600148,0.377491,3.115379,0.019376,1.11,0.179931,-0.285176,0.387254,3.065774,0.000000,-0.030084,0.050729,0.005717
23.800106,0.397283,3.115583,0.001442,0.08,0.166241,-0.272180,0.407971,3.066321,0.000000,-0.042499,0.050816,-0.019295
23.900136,0.434153,3.114988,-0.040077,-2.30,0.116077,-0.212167,0.429267,3.066172,0.000000,-0.021900,0.050688,0.000519
24.000086,0.450957,3.114041,-0.073231,-4.20,0.123765,-0.191406,0.450894,3.065358,0.000000,-0.021448,0.050567,0.011843
24.200150,0.466390,3.112707,-0.100082,-5.73,0.152094,-0.199300,0.472519,3.063976,0.000000,-0.038984,0.051992,-0.005422
24.300107,0.479619,3.111220,-0.122910,-7.04,0.191791,-0.235582,0.493780,3.062117,0.000000,-0.042324,0.052445,-0.004837
24.400119,0.492992,3.109438,-0.141764,-8.12,0.220000,-0.278071,0.514575,3.059841,0.000000,-0.045579,0.052989,-0.008369
24.500134,0.527019,3.103925,-0.176748,-10.13,0.207578,-0.271031,0.535486,3.056883,0.000000,-0.028217,0.050189,0.004101
24.600129,0.546484,3.100334,-0.187351,-10.73,0.204504,-0.285990,0.556527,3.053251,0.000000,-0.025439,0.049703,-0.007928
24.800092,0.566354,3.096441,-0.198855,-11.39,0.210440,-0.307578,0.577517,3.049056,0.000000,-0.038961,0.053210,-0.042031
24.900031,0.586373,3.092258,-0.213314,-12.22,0.217133,-0.328328,0.598246,3.044409,0.000000,-0.035617,0.053327,-0.050532
25.000106,0.606396,3.087740,-0.229921,-13.17,0.220000,-0.346326,0.618580,3.039382,0.000000,-0.032263,0.053519,-0.057022
25.100167,0.639435,3.079642,-0.252649,-14.48,0.185774,-0.340355,0.639029,3.033607,0.000000,-0.015848,0.050536,-0.057486
25.300112,0.658592,3.074469,-0.274341,-15.72,0.184415,-0.352581,0.659583,3.027094,0.000000,-0.029729,0.056807,-0.082417
25.400135,0.677702,3.068848,-0.298189,-17.08,0.194886,-0.369313,0.680033,3.019991,0.000000,-0.027028,0.057522,-0.082020
25.600115,0.714121,3.056621,-0.351209,-20.12,0.150954,-0.327858,0.700675,3.012004,0.000000,-0.023102,0.059177,-0.076117
25.700037,0.748374,3.042972,-0.410385,-23.51,0.100759,-0.250862,0.721806,3.002795,0.000000,-0.004900,0.053069,-0.040588
25.800082,0.758560,3.038409,-0.431932,-24.75,0.135156,-0.257476,0.743227,2.992582,0.000000,-0.010643,0.056454,-0.042777
26.000120,0.771220,3.032322,-0.464098,-26.59,0.186187,-0.291660,0.764525,2.981725,0.000000,-0.029348,0.067442,-0.058231
26.100090,0.781663,3.026896,-0.493601,-28.28,0.220000,-0.317484,0.784553,2.971229,0.000000,-0.034310,0.071129,-0.052594
26.300144,0.810065,3.010642,-0.539397,-30.91,0.220000,-0.313842,0.804504,2.960026,0.000000,-0.036125,0.074249,-0.054661
