time(s),x(m),y(m),theta(rad),theta(deg),vc(m/s),wc(rad/s),xr(m),yr(m),thetar(rad),xe(m),ye(m),thetae(rad)
5.300115,0.118612,0.385647,1.557030,89.21,0.220000,-0.028013,0.123609,0.444517,0.000000,-0.004994,-0.043948,0.013766
5.400039,0.118924,0.407235,1.555491,89.12,0.220000,-0.020009,0.123609,0.459449,0.000000,-0.004683,-0.037348,0.015305
5.500074,0.119264,0.428037,1.554155,89.05,0.220000,-0.011806,0.123609,0.474468,0.000000,-0.004342,-0.031551,0.016642
5.600042,0.119588,0.449093,1.557532,89.24,0.220000,-0.012355,0.123608,0.489199,0.000000,-0.004018,-0.025490,0.013264
5.700018,0.119838,0.470682,1.558840,89.31,0.220000,-0.011256,0.123608,0.504117,0.000000,-0.003768,-0.018898,0.011956
5.800086,0.120000,0.484779,1.560148,89.39,0.220000,-0.010981,0.123608,0.518890,0.000000,-0.003607,-0.019811,0.010648
5.900108,0.120187,0.506520,1.563711,89.59,0.220000,-0.013985,0.123608,0.533899,0.000000,-0.003420,-0.013074,0.007085
6.000085,0.120301,0.527882,1.567464,89.81,0.206732,-0.017935,0.123608,0.549205,0.000000,-0.003306,-0.006708,0.003332
6.100206,0.120391,0.549624,1.566472,89.75,0.161312,-0.014870,0.123608,0.564722,0.000000,-0.003216,0.000015,0.004324
6.200142,0.120488,0.571340,1.566414,89.75,0.127549,-0.010854,0.123607,0.580320,0.000000,-0.003119,0.006741,0.004382
6.300049,0.120585,0.591588,1.565549,89.70,0.101781,-0.006224,0.123607,0.595880,0.000000,-0.003021,0.012004,0.005247
6.400106,0.120734,0.608191,1.559089,89.33,0.086972,0.004620,0.123607,0.610856,0.000000,-0.002873,0.013598,0.011708
6.500139,0.120892,0.620846,1.558356,89.29,0.091069,0.009684,0.123607,0.625777,0.000000,-0.002715,0.011248,0.012441
6.600049,0.120975,0.627958,1.560072,89.39,0.119504,0.007740,0.123607,0.640827,0.000000,-0.002632,0.003373,0.010724
6.700104,0.121078,0.637499,1.560245,89.40,0.147930,0.006130,0.123607,0.656018,0.000000,-0.002528,-0.002094,0.010551
6.800034,0.121187,0.647977,1.561123,89.45,0.170001,0.003778,0.123607,0.670814,0.000000,-0.002420,-0.006605,0.009673
6.899999,0.121298,0.660151,1.562098,89.50,0.186161,0.001611,0.123607,0.685688,0.000000,-0.002309,-0.009426,0.008698
7.000070,0.121424,0.675059,1.562609,89.53,0.189273,0.000644,0.123607,0.700308,0.000000,-0.002183,-0.009529,0.008188
7.100132,0.121504,0.692396,1.569148,89.91,0.182005,-0.008326,0.123607,0.715126,0.000000,-0.002103,-0.007201,0.001648
7.200091,0.121508,0.705052,1.571658,90.05,0.186596,-0.014885,0.123607,0.729820,0.000000,-0.002099,-0.009539,-0.000861
7.300089,0.121483,0.726844,1.571578,90.04,0.165420,-0.015706,0.123607,0.744765,0.000000,-0.002124,-0.002747,-0.000781
7.400118,0.121472,0.746080,1.572558,90.10,0.146520,-0.016285,0.123607,0.760007,0.000000,-0.002135,0.001485,-0.001762
7.500055,0.121442,0.764760,1.572115,90.08,0.130663,-0.014921,0.123607,0.775461,0.000000,-0.002165,0.005174,-0.001319
7.600099,0.121442,0.781363,1.568513,89.87,0.122650,-0.008875,0.123607,0.791004,0.000000,-0.002165,0.006771,0.002283
7.700119,0.121527,0.796069,1.561574,89.47,0.123565,0.001797,0.123607,0.806500,0.000000,-0.002080,0.006473,0.009223
7.800043,0.121677,0.809406,1.558015,89.27,0.130260,0.010436,0.123607,0.821898,0.000000,-0.001930,0.004823,0.012782
7.900087,0.121845,0.822061,1.557871,89.26,0.137531,0.013635,0.123607,0.836696,0.000000,-0.001762,0.002470,0.012925
8.000102,0.122022,0.834943,1.557047,89.21,0.145975,0.016202,0.123607,0.851460,0.000000,-0.001585,0.000350,0.013749
8.100037,0.122197,0.848280,1.558404,89.29,0.154374,0.015462,0.123607,0.866377,0.000000,-0.001409,-0.001303,0.012392
8.200222,0.122371,0.862681,1.559406,89.35,0.156712,0.014489,0.123607,0.881007,0.000000,-0.001236,-0.001929,0.011391
8.300142,0.122529,0.877715,1.561476,89.47,0.157043,0.011930,0.123607,0.895787,0.000000,-0.001078,-0.001884,0.009320
8.400044,0.122638,0.893129,1.565543,89.70,0.153368,0.005868,0.123607,0.910382,0.000000,-0.000969,-0.001455,0.005253
8.500174,0.122699,0.908771,1.567378,89.80,0.150250,0.002078,0.123607,0.925206,0.000000,-0.000908,-0.000833,0.003418
8.600147,0.122725,0.919148,1.568464,89.87,0.166631,-0.000416,0.123607,0.940327,0.000000,-0.000881,-0.005451,0.002332
8.700026,0.122774,0.940434,1.569198,89.91,0.152048,-0.001740,0.123607,0.955680,0.000000,-0.000833,0.000853,0.001599
8.800099,0.122787,0.951242,1.571039,90.01,0.160929,-0.004817,0.123607,0.970688,0.000000,-0.000820,-0.003350,-0.000243
8.900135,0.122777,0.967871,1.571703,90.05,0.158113,-0.006549,0.123607,0.985742,0.000000,-0.000830,-0.001727,-0.000907
9.000051,0.122788,0.983969,1.567781,89.83,0.154661,-0.000976,0.123607,1.000934,0.000000,-0.000819,-0.000617,0.003015
9.100137,0.122882,0.999914,1.561687,89.48,0.151853,0.008932,0.123607,1.016241,0.000000,-0.000724,0.000316,0.009109
9.200170,0.123034,1.015834,1.561631,89.47,0.149224,0.012946,0.123607,1.031590,0.000000,-0.000573,0.001231,0.009166
9.300020,0.123181,1.031272,1.561590,89.47,0.144625,0.014562,0.123607,1.046420,0.000000,-0.000426,0.001692,0.009206
9.400085,0.123329,1.047091,1.560412,89.40,0.140030,0.017318,0.123607,1.061267,0.000000,-0.000278,0.002501,0.010385
9.500108,0.123490,1.061821,1.559036,89.33,0.140714,0.020718,0.123607,1.076259,0.000000,-0.000117,0.002227,0.011760
9.600035,0.123643,1.076981,1.562334,89.52,0.141267,0.017329,0.123607,1.091402,0.000000,0.000036,0.002399,0.008463
9.700092,0.123710,1.086397,1.564327,89.63,0.161225,0.014175,0.123607,1.106638,0.000000,0.000103,-0.003195,0.006469
9.800130,0.123794,1.105025,1.568363,89.86,0.155596,0.007825,0.123607,1.121888,0.000000,0.000187,0.000428,0.002434
9.900042,0.123838,1.119553,1.568213,89.85,0.152456,0.006739,0.123607,1.136570,0.000000,0.000231,-0.000030,0.002583
10.000088,0.123870,1.135727,1.570243,89.97,0.146618,0.003587,0.123607,1.151275,0.000000,0.000263,0.001136,0.000553
10.100242,0.123853,1.151698,1.572322,90.09,0.138683,-0.000298,0.123607,1.165700,0.000000,0.000246,0.002084,-0.001525
10.200017,0.123821,1.162328,1.575057,90.24,0.150958,-0.005403,0.123607,1.180353,0.000000,0.000214,-0.002252,-0.004260
10.300101,0.123768,1.177996,1.572562,90.10,0.153546,-0.003084,0.123607,1.195343,0.000000,0.000161,-0.001597,-0.001766
10.400137,0.123777,1.192524,1.567919,89.84,0.157589,0.004249,0.123607,1.210588,0.000000,0.000170,-0.002074,0.002878
10.500043,0.123829,1.207533,1.566646,89.76,0.160513,0.008300,0.123607,1.225969,0.000000,0.000222,-0.002051,0.004151
10.600002,0.123903,1.223377,1.565288,89.68,0.159602,0.011607,0.123607,1.241372,0.000000,0.000296,-0.001200,0.005508
10.700109,0.123987,1.238943,1.564827,89.66,0.158111,0.013437,0.123607,1.256679,0.000000,0.000380,-0.000651,0.005969
10.800063,0.124098,1.255572,1.563732,89.60,0.152452,0.015916,0.123607,1.271876,0.000000,0.000491,0.000985,0.007065
10.900075,0.124138,1.272150,1.572303,90.09,0.145488,0.005036,0.123607,1.286984,0.000000,0.000531,0.002562,-0.001507
11.000075,0.124073,1.287818,1.576635,90.33,0.140975,-0.004546,0.123607,1.302015,0.000000,0.000466,0.003229,-0.005839
11.100035,0.123977,1.303181,1.577622,90.39,0.134386,-0.009344,0.123607,1.316435,0.000000,0.000370,0.003598,-0.006826
11.200109,0.123887,1.317633,1.576843,90.35,0.132685,-0.009738,0.123607,1.330912,0.000000,0.000280,0.003039,-0.006047
11.300121,0.123785,1.331705,1.578711,90.45,0.135539,-0.013034,0.123607,1.345630,0.000000,0.000179,0.002110,-0.007915
11.400056,0.123649,1.345423,1.581187,90.60,0.141480,-0.018069,0.123607,1.360598,0.000000,0.000043,0.000837,-0.010391
11.500100,0.123499,1.359065,1.581149,90.59,0.145449,-0.019938,0.123607,1.375223,0.000000,-0.000108,-0.000528,-0.010353
11.600155,0.123366,1.372706,1.578443,90.44,0.150820,-0.017049,0.123607,1.389975,0.000000,-0.000241,-0.001894,-0.007646
11.700031,0.123273,1.387412,1.575334,90.26,0.154192,-0.012246,0.123607,1.404963,0.000000,-0.000334,-0.002170,-0.004538
11.800080,0.123221,1.402066,1.572741,90.11,0.157693,-0.007561,0.123607,1.420154,0.000000,-0.000386,-0.002523,-0.001945
11.900106,0.123215,1.412596,1.570216,89.97,0.175121,-0.002837,0.123607,1.435447,0.000000,-0.000392,-0.006998,0.000580
12.000030,0.123245,1.428136,1.567889,89.83,0.179682,0.001889,0.123607,1.450757,0.000000,-0.000362,-0.006446,0.002907
12.100118,0.123361,1.449852,1.563803,89.60,0.155006,0.009345,0.123607,1.465459,0.000000,-0.000246,0.000257,0.006993
12.200140,0.123439,1.461824,1.564585,89.64,0.157102,0.010601,0.123607,1.480177,0.000000,-0.000168,-0.002774,0.006211
12.300055,0.123528,1.479769,1.566765,89.77,0.036568,-2.840000,0.130782,1.475070,0.000000,-0.027373,0.062313,0.004031
12.400107,0.123563,1.496272,1.569688,89.94,0.002841,-0.334372,0.131293,1.485488,0.000000,-0.000044,0.001678,0.001109
12.500119,0.123728,1.507507,1.515040,86.81,0.052428,0.063205,0.129070,1.504408,0.000000,0.000121,-0.002088,0.055756
12.600047,0.124201,1.511476,1.379466,79.04,0.004658,-2.840000,0.136566,1.497259,0.000000,-0.037175,0.082664,0.191331
12.700171,0.124728,1.513770,1.327738,76.07,-0.015202,-2.840000,0.146183,1.491127,0.000000,-0.034394,0.056810,0.243059
12.800138,0.125378,1.516163,1.252436,71.76,-0.005696,-1.632430,0.152676,1.494345,0.000000,-0.030228,0.032528,0.318360
12.900053,0.125705,1.516958,1.060305,60.75,0.046502,-0.561034,0.157546,1.502649,0.000000,-0.034928,0.028634,0.510491
13.000101,0.125658,1.516899,0.892745,51.15,0.150266,-0.834448,0.166972,1.510403,0.000000,-0.058719,0.029738,0.678051
13.100152,0.125641,1.516844,0.701362,40.19,0.200727,-0.991106,0.172181,1.512726,0.000000,-0.046713,0.038463,0.869434
13.200050,0.131975,1.521514,0.597365,34.23,0.197377,-0.308266,0.176529,1.516693,0.000000,-0.048029,0.029766,0.973432
13.300103,0.143579,1.528779,0.524043,30.03,0.174323,0.038373,0.180911,1.521410,0.000000,-0.041589,0.033628,1.046753
13.400203,0.158897,1.537058,0.473117,27.11,0.150963,0.039814,0.187532,1.526980,0.000000,-0.039130,0.034073,1.097679
13.500054,0.174811,1.544961,0.451588,25.87,0.135361,0.089485,0.197116,1.534205,0.000000,-0.037024,0.032220,1.119209
13.600176,0.191108,1.552829,0.449466,25.75,0.147802,0.311147,0.210882,1.546644,0.000000,-0.040807,0.016455,1.121330
13.700138,0.204901,1.559479,0.450655,25.82,0.178120,0.504125,0.225856,1.562366,0.000000,-0.037730,0.008034,1.120142
13.800102,0.218016,1.565904,0.463136,26.54,0.199287,0.488426,0.240133,1.576117,0.000000,-0.035792,0.010248,1.107660
13.900102,0.231632,1.572966,0.496514,28.45,0.220000,0.694457,0.253533,1.592404,0.000000,-0.034370,-0.009106,1.074283
14.000191,0.241708,1.578593,0.521625,29.89,0.220000,1.078069,0.265021,1.614336,0.000000,-0.032520,-0.036182,1.049171
14.100015,0.257554,1.588094,0.557000,31.91,0.220000,1.084843,0.277845,1.636336,0.000000,-0.035404,-0.049924,1.013797
14.200099,0.273167,1.598255,0.598196,34.27,0.220000,1.194490,0.289633,1.658336,0.000000,-0.027074,-0.071824,0.972600
14.300147,0.287497,1.608498,0.643664,36.88,0.220000,1.556805,0.296115,1.680336,0.000000,-0.008530,-0.087184,0.927132
14.400053,0.300811,1.619039,0.696024,39.88,0.220000,1.722924,0.301010,1.702336,0.000000,-0.003230,-0.106963,0.874772
14.500097,0.313372,1.630201,0.760684,43.58,0.220000,1.904858,0.303870,1.724336,0.000000,0.009097,-0.142616,0.810113
14.600130,0.324032,1.641083,0.835612,47.88,0.220000,1.819364,0.308334,1.746336,0.000000,0.008462,-0.153385,0.735185
14.700042,0.333463,1.652394,0.918329,52.62,0.220000,2.014392,0.309716,1.768336,0.000000,0.026120,-0.166234,0.652468
14.800095,0.341095,1.663267,0.999134,57.25,0.220000,2.366765,0.305701,1.790336,0.000000,0.046072,-0.191058,0.571662
14.900131,0.347861,1.674963,1.095933,62.79,0.220000,2.334453,0.301784,1.812336,0.000000,0.050032,-0.500777,0.474837
15.000043,0.352842,1.685873,1.192349,68.32,0.220000,2.272846,0.297552,1.834336,0.000000,0.059646,-0.514395,0.358519
15.100022,0.356638,1.697328,1.308128,74.95,0.220000,2.139025,0.292755,1.856336,0.000000,0.068726,-0.529124,0.222983
15.200128,0.359073,1.708940,1.421713,81.46,0.220000,1.926668,0.287544,1.878336,0.000000,0.076720,-0.536652,0.089778
15.300040,0.360230,1.720545,1.520438,87.11,0.220000,2.079011,0.274201,1.900336,0.000000,0.109349,-0.550288,-0.028372
15.400102,0.360191,1.733677,1.626032,93.16,0.220000,1.735636,0.263356,1.922336,0.000000,0.103604,-0.563693,-0.153262
15.500105,0.358837,1.746713,1.727188,98.96,0.220000,1.343780,0.254688,1.944336,0.000000,0.109033,-0.571483,-0.273545
15.600073,0.356103,1.760177,1.817490,104.13,0.220000,0.988328,0.246832,1.966336,0.000000,0.116565,-0.572513,-0.382813
15.700104,0.352020,1.774249,1.887091,108.12,0.220000,0.639733,0.240256,1.988336,0.000000,0.116742,-0.574531,-0.471237
15.800111,0.346434,1.789613,1.947956,111.61,0.220000,0.414462,0.232533,2.010336,0.000000,0.124023,-0.568951,-0.550770
15.900042,0.342042,1.800259,1.973986,113.10,0.220000,0.213605,0.225266,2.032336,0.000000,0.125293,-0.575366,-0.595303
16.000150,0.334339,1.817442,2.007267,115.01,0.220000,0.129626,0.215941,2.054336,0.000000,0.131891,-0.562466,-0.646974
16.100191,0.325796,1.835183,2.030793,116.36,0.220000,0.021078,0.206231,2.076336,0.000000,0.132128,-0.555078,-0.688731
16.200134,0.319902,1.846951,2.039303,116.84,0.220000,0.319831,0.185047,2.098336,0.000000,0.173568,-0.505857,-0.715313
16.300087,0.307367,1.871443,2.047730,117.33,0.220000,0.289926,0.166445,2.120336,0.000000,0.157631,-0.494379,-0.741675
16.400195,0.297761,1.889898,2.054864,117.74,0.220000,0.086039,0.155194,2.142336,0.000000,0.144411,-0.488797,-0.766636
16.500017,0.288201,1.907862,2.064358,118.28,0.220000,-0.243081,0.151681,2.164336,0.000000,0.131049,-0.483508,-0.793775
16.600156,0.278287,1.926095,2.072792,118.76,0.220000,-0.578505,0.153803,2.186336,0.000000,0.117127,-0.477829,-0.819780
16.700222,0.268193,1.944346,2.076863,119.00,0.220000,-0.871286,0.159394,2.208336,0.000000,0.102840,-0.471964,-0.841286
16.800092,0.258373,1.962256,2.064377,118.28,0.220000,-1.081826,0.166525,2.230336,0.000000,0.088651,-0.466255,-0.846080
16.900142,0.249692,1.978966,2.033296,116.50,0.220000,-1.183819,0.173617,2.252336,0.000000,0.075413,-0.461610,-0.832194
17.000148,0.242216,1.994748,1.991150,114.08,0.220000,-1.195259,0.179908,2.274336,0.000000,0.063208,-0.457730,-0.807125
17.100099,0.235680,2.010394,1.940187,111.16,0.220000,-1.155386,0.185727,2.296336,0.000000,0.051775,-0.453823,-0.773123
17.200138,0.231871,2.020778,1.903377,109.06,0.220000,-1.104881,0.191014,2.318336,0.000000,0.042896,-0.455034,-0.753186
17.300188,0.226939,2.036418,1.847208,105.84,0.220000,-1.027524,0.196405,2.340336,0.000000,0.032730,-0.450837,-0.713795
17.400048,0.222856,2.052432,1.792759,102.72,0.220000,-0.932160,0.202015,2.362336,0.000000,0.023262,-0.446094,-0.676001
17.500072,0.219619,2.068819,1.738938,99.63,0.220000,-0.824304,0.207865,2.384336,0.000000,0.014473,-0.440847,-0.638776
17.600113,0.217134,2.086129,1.688738,96.76,0.220000,-0.702502,0.213621,2.406336,0.000000,0.006279,-0.434531,-0.605093
17.700071,0.215502,2.102982,1.646099,94.31,0.220000,-0.601746,0.219575,2.428336,0.000000,-0.001210,-0.428519,-0.578882
17.800095,0.214498,2.121329,1.605638,92.00,0.220000,-0.510722,0.225797,2.450336,0.000000,-0.008225,-0.420876,-0.554792
17.900099,0.214167,2.140283,1.572549,90.10,0.220000,-0.427323,0.231996,2.472336,0.000000,-0.014717,-0.412483,-0.538004
18.000027,0.214370,2.159644,1.549257,88.77,0.220000,-0.380212,0.238406,2.494336,0.000000,-0.020819,-0.403536,-0.530944
18.100136,0.214968,2.178997,1.530855,87.71,0.220000,-0.348153,0.244832,2.516336,0.000000,-0.026685,-0.394479,-0.528753
18.200227,0.215917,2.198033,1.511993,86.63,0.220000,-0.328992,0.251512,2.538336,0.000000,-0.032345,-0.385603,-0.526050
18.300150,0.216779,2.211394,1.501008,86.00,0.220000,-0.333328,0.258511,2.560336,0.000000,-0.038228,-0.382252,-0.531159
18.400113,0.218332,2.231329,1.486293,85.16,0.220000,-0.323099,0.265525,2.582336,0.000000,-0.043568,-0.372200,-0.532512
18.500136,0.220228,2.251844,1.470607,84.26,0.220000,-0.315623,0.272751,2.604336,0.000000,-0.048715,-0.361446,-0.532875
18.600125,0.222437,2.272176,1.455441,83.39,0.220000,-0.308896,0.280244,2.626336,0.000000,-0.053693,-0.350746,-0.533731
18.700103,0.224860,2.291820,1.441452,82.59,0.220000,-0.303065,0.287980,2.648336,0.000000,-0.058602,-0.340607,-0.535750
18.800202,0.227686,2.312279,1.426067,81.71,0.220000,-0.291784,0.295904,2.670336,0.000000,-0.063266,-0.329541,-0.536382
18.900193,0.230675,2.331717,1.410503,80.82,0.220000,-0.343758,0.303966,2.686990,0.000000,-0.067907,-0.319365,-0.536817
19.000182,0.233996,2.351434,1.398747,80.14,0.220000,-0.597602,0.312131,2.693812,0.000000,-0.072364,-0.308787,-0.541065
19.100152,0.237533,2.371114,1.387217,79.48,0.220000,-0.788570,0.320387,2.697300,0.000000,-0.076756,-0.298126,-0.545547
19.200037,0.239932,2.383798,1.380799,79.11,0.220000,-0.800752,0.328321,2.700911,0.000000,-0.082431,-0.294336,-0.555143
19.300188,0.245055,2.408506,1.348228,77.25,0.220000,-0.729959,0.336410,2.705789,0.000000,-0.085557,-0.278427,-0.538654
19.400204,0.249405,2.426280,1.311938,75.17,0.220000,-0.640004,0.344800,2.712112,0.000000,-0.089601,-0.269322,-0.518455
19.500139,0.254150,2.443008,1.279362,73.30,0.220000,-0.569556,0.353509,2.719552,0.000000,-0.093401,-0.261140,-0.501992
19.600179,0.259683,2.460477,1.247065,71.45,0.220000,-0.517353,0.362492,2.727623,0.000000,-0.096582,-0.252109,-0.485868
19.700135,0.265889,2.478094,1.218160,69.80,0.220000,-0.473645,0.371265,2.735672,0.000000,-0.099244,-0.242804,-0.473170
19.800116,0.272770,2.496139,1.195285,68.48,0.220000,-0.467869,0.380236,2.743627,0.000000,-0.101398,-0.232958,-0.466562
19.900179,0.280055,2.514106,1.175076,67.33,0.220000,-0.477509,0.389149,2.751150,0.000000,-0.103324,-0.223077,-0.462695
20.000137,0.285197,2.526166,1.160049,66.47,0.220000,-0.493419,0.398391,2.758694,0.000000,-0.107550,-0.218975,-0.464057
20.100032,0.292974,2.543455,1.135275,65.05,0.220000,-0.503615,0.408066,2.766273,0.000000,-0.109306,-0.209520,-0.455736
20.200082,0.301211,2.560726,1.116118,63.95,0.220000,-0.522215,0.417775,2.773567,0.000000,-0.110792,-0.199971,-0.453135
20.300117,0.309810,2.577905,1.096608,62.83,0.220000,-0.540362,0.427774,2.780871,0.000000,-0.112092,-0.190390,-0.450261
20.400088,0.318793,2.594943,1.075194,61.60,0.220000,-0.557160,0.437779,2.787962,0.000000,-0.113179,-0.180818,-0.445563
20.500123,0.328361,2.612095,1.049767,60.15,0.220000,-0.565981,0.448103,2.795081,0.000000,-0.113868,-0.171008,-0.436955
20.600160,0.338098,2.628625,1.025751,58.77,0.220000,-0.579423,0.458835,2.802225,0.000000,-0.114573,-0.161689,-0.429859
20.700088,0.348468,2.645215,0.998197,57.19,0.220000,-0.590703,0.469935,2.809306,0.000000,-0.114819,-0.152166,-0.419310
