time(s),x(m),y(m),theta(rad),theta(deg),vc(m/s),wc(rad/s),xr(m),yr(m),thetar(rad),xe(m),ye(m),thetae(rad)
63.600068,3.122377,2.901940,1.568636,89.88,0.171595,-0.002598,3.123607,2.923034,0.000000,-0.001230,-0.021104,0.002160
63.700169,3.122417,2.918392,1.569021,89.90,0.167203,-0.004048,3.123607,2.938035,0.000000,-0.001189,-0.019667,0.001775
63.800115,3.122466,2.935730,1.567116,89.79,0.157961,-0.001096,3.123607,2.953036,0.000000,-0.001141,-0.017321,0.003681
63.900031,3.122514,2.953118,1.567550,89.81,0.147068,-0.000607,3.123607,2.968034,0.000000,-0.001093,-0.014920,0.003246
64.000081,3.122588,2.970329,1.566739,89.77,0.136305,0.001249,3.123607,2.983032,0.000000,-0.001018,-0.012716,0.004057
64.100171,3.122630,2.981238,1.568024,89.84,0.147204,-0.000078,3.123607,2.998033,0.000000,-0.000977,-0.016821,0.002772
64.200068,3.122678,2.996627,1.568303,89.86,0.149228,-0.000679,3.123607,3.013033,0.000000,-0.000929,-0.016417,0.002493
64.300094,3.122720,3.011156,1.568450,89.87,0.151432,-0.000864,3.123607,3.028033,0.000000,-0.000887,-0.016892,0.002346
64.400101,3.122748,3.026114,1.569093,89.90,0.152240,-0.001768,3.123607,3.043033,0.000000,-0.000859,-0.016935,0.001704
64.500028,3.122797,3.041554,1.566541,89.76,0.150621,0.002090,3.123607,3.058031,0.000000,-0.000810,-0.016484,0.004255
64.600060,3.122863,3.057120,1.566118,89.73,0.148217,0.003914,3.123607,3.073029,0.000000,-0.000744,-0.015923,0.004678
64.700115,3.122925,3.072736,1.567922,89.84,0.145418,0.001990,3.123607,3.088030,0.000000,-0.000682,-0.015315,0.002875
64.800046,3.122957,3.088151,1.569340,89.92,0.143172,-0.000374,3.123607,3.103029,0.000000,-0.000650,-0.014890,0.001457
64.900126,3.122983,3.103438,1.567773,89.83,0.141543,0.001552,3.123607,3.118030,0.000000,-0.000624,-0.014614,0.003024
65.000138,3.123025,3.118194,1.568061,89.84,0.142334,0.001746,3.123607,3.133033,0.000000,-0.000582,-0.014860,0.002735
65.100048,3.123053,3.127964,1.567783,89.83,0.160125,0.002254,3.123607,3.148033,0.000000,-0.000554,-0.020077,0.003013
65.200099,3.123090,3.142492,1.567332,89.80,0.167126,0.003124,3.123607,3.163033,0.000000,-0.000517,-0.020556,0.003465
65.300108,3.123143,3.157780,1.566977,89.78,0.168257,0.004112,3.123607,3.178034,0.000000,-0.000463,-0.020270,0.003819
65.400046,3.123207,3.174434,1.567207,89.79,0.162613,0.004301,3.123607,3.193032,0.000000,-0.000399,-0.018606,0.003589
65.500090,3.123251,3.185773,1.567315,89.80,0.173562,0.004437,3.123607,3.208031,0.000000,-0.000356,-0.022274,0.003481
65.600106,3.123307,3.208122,1.567890,89.83,0.151769,0.003836,3.123607,3.223032,0.000000,-0.000299,-0.014927,0.002907
65.700137,3.123335,3.225359,1.569662,89.93,0.137584,0.001317,3.123607,3.238034,0.000000,-0.000272,-0.012695,0.001135
65.800069,3.123367,3.242494,1.569226,89.91,0.126097,0.001561,3.123607,3.253034,0.000000,-0.000239,-0.010550,0.001571
65.900041,3.123406,3.257959,1.567094,89.79,0.121068,0.004882,3.123607,3.268031,0.000000,-0.000201,-0.010080,0.003702
66.000026,3.123444,3.271905,1.568014,89.84,0.123493,0.004475,3.123607,3.283028,0.000000,-0.000163,-0.011132,0.002782
66.100082,3.123469,3.285042,1.570242,89.97,0.130552,0.001258,3.123607,3.298027,0.000000,-0.000138,-0.013004,0.000554
66.200090,3.123469,3.297798,1.570748,90.00,0.140293,-0.000258,3.123607,3.313027,0.000000,-0.000138,-0.015249,0.000049
66.300094,3.123459,3.310631,1.572139,90.08,0.150573,-0.002747,3.123607,3.328029,0.000000,-0.000148,-0.017417,-0.001342
66.400100,3.123447,3.319566,1.572238,90.08,0.174108,-0.003664,3.123607,3.343031,0.000000,-0.000160,-0.023483,-0.001442
66.500085,3.123420,3.333967,1.572744,90.11,0.183274,-0.004850,3.123607,3.358032,0.000000,-0.000187,-0.024079,-0.001947
66.600066,3.123406,3.349913,1.571067,90.02,0.182136,-0.002612,3.123607,3.373031,0.000000,-0.000201,-0.023130,-0.000271
66.700102,3.123404,3.367858,1.570164,89.96,0.172043,-0.000696,3.123607,3.388032,0.000000,-0.000202,-0.020191,0.000632
66.800106,3.123440,3.386639,1.568954,89.89,0.156220,0.001754,3.123607,3.403032,0.000000,-0.000167,-0.016411,0.001843
66.900051,3.123465,3.405065,1.569280,89.91,0.139856,0.001976,3.123607,3.418032,0.000000,-0.000142,-0.012977,0.001516
67.000137,3.123486,3.422504,1.570137,89.96,0.126698,0.000890,3.123607,3.433032,0.000000,-0.000121,-0.010551,0.000659
67.100207,3.123500,3.438424,1.569159,89.91,0.119671,0.002134,3.123607,3.448036,0.000000,-0.000107,-0.009641,0.001637
67.200035,3.123539,3.452623,1.567084,89.79,0.121013,0.005561,3.123607,3.463036,0.000000,-0.000067,-0.010416,0.003712
67.300100,3.123568,3.461026,1.567219,89.80,0.143381,0.006408,3.123607,3.478035,0.000000,-0.000039,-0.017022,0.003577
67.400121,3.123622,3.473530,1.566463,89.75,0.158634,0.008044,3.123607,3.493035,0.000000,0.000015,-0.019522,0.004334
67.500119,3.123672,3.486717,1.567375,89.80,0.169359,0.007358,3.123607,3.508036,0.000000,0.000066,-0.021335,0.003422
67.600145,3.123709,3.501447,1.569229,89.91,0.173490,0.004571,3.123607,3.523037,0.000000,0.000102,-0.021608,0.001567
67.700180,3.123719,3.517671,1.570228,89.97,0.170217,0.002481,3.123607,3.538040,0.000000,0.000112,-0.020389,0.000568
67.800088,3.123694,3.534807,1.573007,90.13,0.161979,-0.002324,3.123607,3.553039,0.000000,0.000087,-0.018240,-0.002211
67.900143,3.123651,3.552625,1.573464,90.15,0.149958,-0.004260,3.123607,3.568039,0.000000,0.000045,-0.015430,-0.002667
